,user_score,meta_score,title,console,release_date
2223,8.3,81,The Walking Dead: Season Two Episode 3 - In Harm's Way,PC,2014
2224,8.3,76,LEGO Harry Potter: Years 5-7,PS3,2011
2225,8.3,83,Looney Tunes: Space Race,DC,2000
2226,8.3,80,The Evil Within: The Assignment,PS4,2015
2227,8.3,69,Strider 2,PS,2000
2228,8.3,90,ESPN NFL 2K5,PS2,2004
2229,8.3,82,The Banner Saga 2,PC,2016
2230,8.3,78,Baldur's Gate: Dark Alliance II,PS2,2004
2231,8.3,76,Solatorobo: Red the Hunter,DS,2011
2232,8.3,60,Pokemon Mystery Dungeon: Explorers of Time,DS,2008
2233,8.3,88,Super Street Fighter II Turbo HD Remix,X360,2008
2234,8.3,77,Donkey Kong Country 3,GBA,2005
2235,8.3,68,Fatal Fury: Battle Archives Volume 1,PS2,2007
2236,8.3,67,Rayman Raving Rabbids 2,WII,2007
2237,8.3,68,Earth Defense Force: Insect Armageddon,X360,2011
2238,8.3,52,Inuyasha: Feudal Combat,PS2,2005
2239,8.3,80,ZEN Pinball,PS3,2009
2240,8.3,83,N+,X360,2008
2241,8.3,85,Bionic Commando Rearmed,X360,2008
2242,8.3,78,Project: Snowblind,PS2,2005
2243,8.3,59,Pokemon Mystery Dungeon: Explorers of Darkness,DS,2008
2244,8.3,66,Adventures of Mana,VITA,2016
2245,8.3,76,Shadows of the Damned,X360,2011
2246,8.3,79,Twisted Metal: Head-On,PSP,2005
2247,8.3,97,Grand Theft Auto V,PS3,2013
2248,8.3,81,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013
2249,8.3,86,Crashmo,3DS,2012
2250,8.3,89,Pillars of Eternity,PC,2015
2251,8.3,62,RollerCoaster Tycoon,XBOX,2003
2252,8.3,76,Manhunt,PS2,2003
2253,8.3,69,The Punisher 2005,XBOX,2005
2254,8.3,76,Sonic Generations,PS3,2011
2255,8.3,93,Uncharted 4: A Thief's End,PS4,2016
2256,8.3,69,Worms 4: Mayhem,XBOX,2005
2257,8.3,89,Borderlands 2,X360,2012
2258,8.3,74,The Secret World,PC,2012
2259,8.3,76,Aliens: Infestation,DS,2011
2260,8.3,76,Disney's Extreme Skate Adventure,XBOX,2003
2261,8.3,69,Worms 3D,XBOX,2005
2262,8.3,85,The Elder Scrolls III: Bloodmoon,PC,2003
2263,8.3,71,Romance of the Three Kingdoms X,PS2,2005
2264,8.3,53,The Three Musketeers: One for All!,WII,2009
2265,8.3,65,Bee Movie Game,PS2,2007
2266,8.3,92,Undertale,PC,2015
2267,8.3,76,"WarioWare, Inc.: Mega Party Game$!",GC,2004
2268,8.3,84,Command & Conquer: Generals,PC,2003
2269,8.3,80,Metal Slug Anthology,PS2,2007
2270,8.3,75,NHL 2005,PS2,2004
2271,8.3,75,Evil Genius,PC,2004
2272,8.3,84,Tron 2.0,PC,2003
2273,8.3,75,Assassin's Creed: Brotherhood - The Da Vinci Disappearance,X360,2011
2274,8.3,81,Winning Eleven: Pro Evolution Soccer 2007,PSP,2007
2275,8.3,77,Second Sight,GC,2004
2276,8.3,76,Grand Prix Challenge,PS2,2003
2277,8.3,77,Soldiers: Heroes of World War II,PC,2004
2278,8.3,76,Lufia: The Ruins of Lore,GBA,2003
2279,8.3,64,Spyro: A Hero's Tail,XBOX,2004
2280,8.3,83,Pro Evolution Soccer 2008,WII,2008
2281,8.3,88,Starcraft II: Legacy of the Void,PC,2015
2282,8.3,85,The Wolf Among Us: Episode 5 - Cry Wolf,X360,2014
2283,8.3,73,James Bond 007: Everything or Nothing,GBA,2003
2284,8.3,63,Undead Knights,PSP,2009
2285,8.3,71,Mortal Kombat: Armageddon,WII,2007
2286,8.3,83,BlazBlue: Chrono Phantasma,PS3,2014
2287,8.3,83,Mega Man 9,WII,2008
2288,8.3,81,Mega Man 10,WII,2010
2289,8.3,75,Indiana Jones and the Infernal Machine,N64,2000
2290,8.3,85,DOOM,PS4,2016
2291,8.3,92,Celeste,Switch,2018
2292,8.3,86,Final Fantasy XII: The Zodiac Age,PS4,2017
2293,8.3,62,Mace Griffin Bounty Hunter,PS2,2003
2294,8.3,87,Subnautica,PC,2018
2295,8.3,74,Vampire: The Masquerade - Redemption,PC,2000
2296,8.3,75,.hack//Infection Part 1,PS2,2003
2297,8.3,78,Alien Hominid,PS2,2004
2298,8.3,78,ESPN Major League Baseball,XBOX,2004
2299,8.3,78,NCAA March Madness 2005,PS2,2004
2300,8.3,85,Mario Kart 7,3DS,2011
2301,8.3,77,Hamtaro: Ham-Ham Games,GBA,2004
2302,8.3,69,One Piece: Grand Battle,PS2,2005
2303,8.3,80,Monster Hunter Generations Ultimate,Switch,2018
2304,8.3,74,The SpongeBob SquarePants Movie,XBOX,2004
2305,8.3,75,The Dream Machine,PC,2010
2306,8.3,63,Fatal Fury Special,X360,2007
2307,8.3,88,Okami HD,XONE,2017
2308,8.3,88,Cuphead,PC,2017
2309,8.3,81,Def Jam Vendetta,GC,2003
2310,8.3,61,Ben 10 Alien Force: Vilgax Attacks,X360,2009
2311,8.3,86,Mortal Kombat,X360,2011
2312,8.3,86,Radiant Silvergun,X360,2011
2313,8.3,81,OutRun 2006: Coast 2 Coast,PS2,2006
2314,8.3,87,Titanfall 2,XONE,2016
2315,8.3,87,Rocket League,XONE,2016
2316,8.3,82,TrackMania Sunrise,PC,2005
2317,8.3,76,Mat Hoffman's Pro BMX 2,PS2,2002
2318,8.3,67,"The Lord of the Rings, The Third Age",GBA,2004
2319,8.3,87,Pokemon Sun,3DS,2016
2320,8.3,82,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005
2321,8.3,84,NBA 2K6,PS2,2005
2322,8.3,84,X-Men Legends II: Rise of Apocalypse,PSP,2005
2323,8.3,77,Arx Fatalis,PC,2002
2324,8.3,58,Tomb Raider: Legend,DS,2006
2325,8.3,89,Horizon Zero Dawn,PS4,2017
2326,8.3,84,WWE SmackDown! vs. Raw 2006,PS2,2005
2327,8.3,72,Endless Ocean,WII,2008
2328,8.3,63,Batman: Rise of Sin Tzu,PS2,2003
2329,8.3,74,Sam & Max: Season One,WII,2008
2330,8.3,81,Freedom Fighters,PS2,2003
2331,8.3,83,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003
2332,8.3,75,Naruto: Ultimate Ninja Storm,PS3,2008
2333,8.3,90,Pushmo,3DS,2011
2334,8.3,74,SBK X: Superbike World Championship,X360,2010
2335,8.3,90,XCOM: Enemy Unknown,X360,2012
2336,8.3,74,Shining Soul II,GBA,2004
2337,8.3,68,Spider-Man,PC,2001
2338,8.3,66,Duel Masters,PS2,2004
2339,8.3,60,Toy Soldiers: War Chest,XONE,2015
2340,8.3,80,MX vs. ATV Unleashed,XBOX,2005
2341,8.3,60,Mega Man Star Force: Pegasus,DS,2007
2342,8.3,80,X-Men Legends II: Rise of Apocalypse,PC,2005
2343,8.3,80,World of Outlaws: Sprint Cars 2002,PS2,2002
2344,8.3,63,P.N. 03,GC,2003
2345,8.3,82,Need for Speed: Underground,PC,2003
2346,8.3,79,NHL 2003,GC,2002
2347,8.3,82,Doom,X360,2006
2348,8.3,81,Super Monkey Ball Deluxe,XBOX,2005
2349,8.3,82,Sega Genesis Collection,PS2,2006
2350,8.3,81,The Sims Bustin' Out,PS2,2003
2351,8.3,66,Classic NES Series: Dr. Mario,GBA,2004
2352,8.3,47,James Cameron's Dark Angel,XBOX,2002
2353,8.3,81,Peter Jackson's King Kong: The Official Game of the Movie,GC,2005
2354,8.3,89,Deus Ex: Human Revolution,X360,2011
2355,8.3,75,Dementium II,DS,2010
2356,8.3,88,Far Cry 3,PC,2012
2357,8.3,60,7 Wonders of the Ancient World,DS,2007
2358,8.3,75,Elebits: The Adventures of Kai and Zero,DS,2009
2359,8.3,72,SOCOM: U.S. Navy Seals: Combined Assault,PS2,2006
2360,8.3,87,Dark Souls II: Crown of the Ivory King,PS3,2014
2361,8.3,75,Ice Age: Dawn of the Dinosaurs,WII,2009
2362,8.3,82,Mega Man 9,X360,2008
2363,8.3,75,X-Men Origins: Wolverine,X360,2009
2364,8.3,87,3D Out Run,3DS,2015
2365,8.3,90,Shovel Knight,3DS,2014
2366,8.3,82,Blur,X360,2010
2367,8.3,87,Guacamelee!,VITA,2013
2368,8.3,80,Ninjatown,DS,2008
2369,8.3,71,Warframe,PC,2013
2370,8.3,72,Dragon Ball Z: Budokai Tenkaichi,PS2,2005
2371,8.3,75,WWE SmackDown vs. Raw 2010,DS,2009
2372,8.3,71,Total Overdose: A Gunslinger's Tale in Mexico,XBOX,2005
2373,8.3,50,Twin Strike: Operation Thunder,WII,2008
2374,8.3,82,Mario Kart Wii,WII,2008
2375,8.3,76,Ghostbusters: The Video Game,WII,2009
2376,8.3,87,Hotline Miami,PS3,2013
2377,8.3,88,The Witcher 2: Assassins of Kings,X360,2012
2378,8.3,88,The Walking Dead: Episode 3 - Long Road Ahead,X360,2012
2379,8.3,82,ATV Offroad Fury,PS2,2001
2380,8.3,82,Etrian Odyssey II: Heroes of Lagaard,DS,2008
2381,8.3,74,Need for Speed Carbon,PS2,2006
2382,8.3,97,Grand Theft Auto V,PS4,2014
2383,8.3,72,Dynasty Warriors 4: Xtreme Legends,PS2,2003
2384,8.3,70,Blood Bowl 2,XONE,2015
2385,8.3,86,Forza Horizon 2,XONE,2014
2386,8.3,61,.hack//G.U. vol. 2//Reminisce,PS2,2007
2387,8.3,84,Etrian Odyssey IV: Legends of the Titan,3DS,2013
2388,8.3,72,Sword of Mana,GBA,2003
2389,8.3,69,Pokemon Super Mystery Dungeon,3DS,2015
2390,8.3,97,Grand Theft Auto V,X360,2013
2391,8.3,79,StarLancer,DC,2000
2392,8.3,76,Nobunaga's Ambition: Iron Triangle,PS2,2009
2393,8.3,72,Urban Chaos: Riot Response,XBOX,2006
2394,8.3,48,Monster 4x4: Masters of Metal,PS2,2003
2395,8.3,75,Yomawari: Night Alone,VITA,2016
2396,8.2,55,Mega Man Star Force 2: Zerker x Ninja,DS,2008
2397,8.2,81,The Dishwasher: Vampire Smile,X360,2011
2398,8.2,79,The Lord of the Rings: The Two Towers,XBOX,2002
2399,8.2,77,Transformers: Fall of Cybertron,PS3,2012
2400,8.2,83,Sonic Advance 2,GBA,2003
2401,8.2,75,Yakuza,PS2,2006
2402,8.2,79,Golden Sun: Dark Dawn,DS,2010
2403,8.2,72,Super Robot Taisen: Original Generation,GBA,2006
2404,8.2,79,Deathrow,XBOX,2002
2405,8.2,74,The Sky Crawlers: Innocent Aces,WII,2010
2406,8.2,84,NBA Live 2005,PS2,2004
2407,8.2,78,Rez,PS2,2002
2408,8.2,84,Might & Magic: Clash of Heroes,X360,2011
2409,8.2,51,Immortal: Unchained,XONE,2018
2410,8.2,75,Infinite Space,DS,2010
2411,8.2,39,Senran Kagura Reflexions,Switch,2018
2412,8.2,79,Yakuza 3,PS3,2010
2413,8.2,82,Puzzle Quest: Challenge of the Warlords,DS,2007
2414,8.2,58,Mobile Suit Gundam: Journey to Jaburo,PS2,2001
2415,8.2,58,Conflict: Vietnam,PS2,2004
2416,8.2,86,Out of the Park Baseball 14,PC,2013
2417,8.2,84,Hyper Light Drifter,PC,2016
2418,8.2,82,Halo: Combat Evolved Anniversary,X360,2011
2419,8.2,79,DeathSpank,X360,2010
2420,8.2,64,Pokemon XD: Gale of Darkness,GC,2005
2421,8.2,82,Okamiden,DS,2011
2422,8.2,72,Robotech: Battlecry,PS2,2002
2423,8.2,78,Yakuza 4,PS3,2011
2424,8.2,83,Sonic Mania,XONE,2017
2425,8.2,82,FIFA Soccer 2004,XBOX,2003
2426,8.2,76,Mega Man ZX,DS,2006
2427,8.2,81,NFL Street,GC,2004
2428,8.2,83,Hellblade: Senua's Sacrifice,PC,2017
2429,8.2,73,Contact,DS,2006
2430,8.2,75,Ultimate Spider-Man,PC,2005
2431,8.2,79,Tekken 4,PS2,2002
2432,8.2,79,Robot Alchemic Drive,PS2,2002
2433,8.2,74,Darkwatch,PS2,2005
2434,8.2,82,Ninja Five-O,GBA,2003
2435,8.2,75,Hydro Thunder Hurricane,X360,2010
2436,8.2,82,DDRMAX2 Dance Dance Revolution,PS2,2003
2437,8.2,80,Buzz! Quiz World,PS3,2009
2438,8.2,69,Imperial Glory,PC,2005
2439,8.2,56,Fullmetal Alchemist and the Broken Angel,PS2,2005
2440,8.2,65,Chaos Legion,PS2,2003
2441,8.2,71,NBA Inside Drive 2004,XBOX,2003
2442,8.2,81,Borderlands: The Zombie Island of Dr. Ned,X360,2009
2443,8.2,78,Earth 2150,PC,2000
2444,8.2,78,Crimson Sea,XBOX,2002
2445,8.2,85,NHL 2001,PS2,2000
2446,8.2,88,Assassin's Creed IV: Black Flag,PS3,2013
2447,8.2,53,Namco Museum Megamix,WII,2010
2448,8.2,77,Transformers: War for Cybertron,PS3,2010
2449,8.2,90,Rayman Legends,X360,2013
2450,8.2,77,Doom II,X360,2010
2451,8.2,82,Ridge Racer 64,N64,2000
2452,8.2,79,Runaway: A Twist of Fate,PC,2011
2453,8.2,80,The Sims: Makin' Magic,PC,2003
2454,8.2,79,The King of Fighters XIII,X360,2011
2455,8.2,68,Tom Clancy's Rainbow Six 3,GC,2004
2456,8.2,84,Street Fighter III: Double Impact,DC,2000
2457,8.2,85,F355 Challenge,DC,2000
2458,8.2,68,Mega Man Battle Network 4 Red Sun,GBA,2004
2459,8.2,82,Far Cry 3: Blood Dragon,PS3,2013
2460,8.2,80,IL-2 Sturmovik: Birds of Prey,X360,2009
2461,8.2,91,Shovel Knight: Treasure Trove,Switch,2017
2462,8.2,83,Spider-Man 2,XBOX,2004
2463,8.2,90,Colin McRae Rally 2.0,PS,2000
2464,8.2,79,Def Jam: Fight for NY: The Takeover,PSP,2006
2465,8.2,90,Bayonetta,PC,2017
2466,8.2,64,Mace Griffin Bounty Hunter,XBOX,2003
2467,8.2,50,Baroque,WII,2008
2468,8.2,57,The Nightmare of Druaga,PS2,2004
2469,8.2,77,Alien Swarm,PC,2010
2470,8.2,84,Devil May Cry 4,PS3,2008
2471,8.2,79,1701 A.D.,PC,2006
2472,8.2,88,Assassin's Creed: Brotherhood,PC,2011
2473,8.2,80,Metal Gear Acid 2,PSP,2006
2474,8.2,56,Critter Round-Up,WII,2008
2475,8.2,70,Rogue Trooper: Quartz Zone Massacre,WII,2009
2476,8.2,78,Sonic & Sega All-Stars Racing,WII,2010
2477,8.2,81,SWAT 3: Elite Edition,PC,2000
2478,8.2,85,Darkest Dungeon,Switch,2018
2479,8.2,85,Super Mario 64 DS,DS,2004
2480,8.2,85,Champions of Norrath,PS2,2004
2481,8.2,56,Data East Arcade Classics,WII,2010
2482,8.2,71,G1 Jockey 3,PS2,2003
2483,8.2,75,Victoria II,PC,2010
2484,8.2,89,Deus Ex: Human Revolution,PS3,2011
2485,8.2,81,Secret Weapons Over Normandy,PS2,2003
2486,8.2,85,Moss,PS4,2018
2487,8.2,68,Rise to Honor,PS2,2004
2488,8.2,87,Call of Duty: United Offensive,PC,2004
2489,8.2,79,Marble Blast Ultra,X360,2006
2490,8.2,76,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010
2491,8.2,88,Tiger Woods PGA Tour 2005,PS2,2004
2492,8.2,76,MAG,PS3,2010
2493,8.2,80,Metro: Last Light,PS3,2013
2494,8.2,96,The Legend of Zelda: Breath of the Wild,WIIU,2017
2495,8.2,80,Trine,PC,2009
2496,8.2,55,Legends of Wrestling,PS2,2001
2497,8.2,57,Dynasty Warriors 5: Xtreme Legends,PS2,2005
2498,8.2,79,Wipeout 2048,VITA,2012
2499,8.2,70,Fossil Fighters,DS,2009
2500,8.2,62,Transformers: War for Cybertron - Decepticons,DS,2010
2501,8.2,68,Crash Bash,PS,2000
2502,8.2,95,Halo 2,XBOX,2004
2503,8.2,82,Monster Hunter 3 Ultimate,WIIU,2013
2504,8.2,82,Gunman Clive,3DS,2013
2505,8.2,67,Corpse Party: Book of Shadows,PSP,2013
2506,8.2,84,The Elder Scrolls V: Skyrim,Switch,2017
2507,8.2,73,Xenosaga Episode II: Jenseits von Gut und Bose,PS2,2005
2508,8.2,55,Warriors Orochi,PS2,2007
2509,8.2,77,Banjo-Kazooie,X360,2008
2510,8.2,57,Dirge of Cerberus: Final Fantasy VII,PS2,2006
2511,8.2,75,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,VITA,2016
2512,8.2,67,Real Heroes: Firefighter,WII,2009
2513,8.2,74,Collar x Malice,VITA,2017
2514,8.2,71,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004
2515,8.2,71,BloodRayne 2,XBOX,2004
2516,8.2,89,Call of Duty 2,X360,2005
2517,8.2,85,NBA Live 2004,XBOX,2003
2518,8.2,94,The Elder Scrolls V: Skyrim,PC,2011
2519,8.2,84,Mass Effect 3: Citadel,X360,2013
2520,8.2,72,Zoo Tycoon 2,PC,2004
2521,8.2,87,Iconoclasts,Switch,2018
2522,8.2,72,Sudeki,XBOX,2004
2523,8.2,70,The Urbz: Sims in the City,PS2,2004
2524,8.2,85,The Warriors,XBOX,2005
2525,8.2,73,Cannon Spike,DC,2000
2526,8.2,77,Penny Arcade Adventures: Episode One,PC,2008
2527,8.2,77,The Adventures of Shuggy,X360,2011
2528,8.2,74,Pac-Man World 2,GC,2002
2529,8.2,79,Heavenly Sword,PS3,2007
2530,8.2,77,Lego Indiana Jones: The Original Adventures,PS2,2008
2531,8.2,82,Art Style: ORBIENT,WII,2008
2532,8.2,72,Need for Speed Underground 2,GBA,2004
2533,8.2,77,Mega Man Zero 3,GBA,2004
2534,8.2,79,Life is Strange: Before the Storm - Episode 2: Brave New World,PS4,2017
2535,8.2,90,Falcon 4.0: Allied Force,PC,2005
2536,8.2,80,The Suffering,PC,2004
2537,8.2,67,Mystic Heroes,GC,2002
2538,8.2,91,INSIDE,Switch,2018
2539,8.2,86,IL-2 Sturmovik: Forgotten Battles,PC,2003
2540,8.2,75,Folklore,PS3,2007
2541,8.2,78,Apollo Justice: Ace Attorney,DS,2008
2542,8.2,82,KORG DS-10 Synthesizer,DS,2008
2543,8.2,87,NCAA Football 06,XBOX,2005
2544,8.2,78,Robocalypse,DS,2008
2545,8.2,88,Ridge Racer,PSP,2005
2546,8.2,83,Yakuza 6: The Song of Life,PS4,2018
2547,8.2,85,Valkyria Chronicles,PC,2014
2548,8.2,58,ShellShock: Nam '67,PS2,2004
2549,8.2,72,Superdimension Neptune VS Sega Hard Girls,VITA,2016
2550,8.2,77,Kirby 64: The Crystal Shards,N64,2000
2551,8.2,65,Star Wars: Bounty Hunter,PS2,2002
2552,8.2,85,Dead or Alive 4,X360,2005
2553,8.2,74,The Alliance Alive,3DS,2018
2554,8.2,75,The Eye of Judgment,PS3,2007
2555,8.2,72,UEFA Champions League 2006-2007,X360,2007
2556,8.2,84,Metro Redux,XONE,2014
2557,8.2,85,GTR: FIA GT Racing Game,PC,2005
2558,8.2,81,Wolfenstein: The New Order,PC,2014
2559,8.2,83,SMITE,PC,2014
2560,8.2,78,Tomb Raider: Anniversary,PSP,2007
2561,8.2,63,X-Men: Next Dimension,GC,2002
2562,8.2,72,SOCOM: U.S. Navy SEALs Tactical Strike,PSP,2007
2563,8.2,78,Alien Hominid,GC,2004
2564,8.2,81,Marvel Heroes 2015,PC,2014
2565,8.2,83,Transistor,PS4,2014
2566,8.2,78,Rune Factory: A Fantasy Harvest Moon,DS,2007
2567,8.2,71,ParaWorld,PC,2006
2568,8.2,79,Zwei: The Ilvard Insurrection,PC,2017
2569,8.2,80,Hitman: Contracts,PS2,2004
2570,8.2,80,The Walking Dead: Season Two - A Telltale Games Series,PC,2013
2571,8.2,78,Big Bang Mini,DS,2009
2572,8.2,70,Greg Hastings' Tournament Paintball Max'd,PS2,2006
2573,8.2,80,Dragon's Dogma: Dark Arisen,PS3,2013
2574,8.2,86,Burnout 2: Point of Impact,PS2,2002
2575,8.2,65,Indiana Jones and the Emperor's Tomb,PS2,2003
2576,8.2,75,Feel the Magic: XY/XX,DS,2004
2577,8.2,86,Mini Metro,Switch,2018
2578,8.2,93,INSIDE,XONE,2016
2579,8.2,72,Auto Assault,PC,2006
2580,8.2,82,Tekken 6,PSP,2009
2581,8.2,91,INSIDE,PS4,2016
2582,8.2,64,Sonic Gems Collection,GC,2005
2583,8.2,69,The Conduit,WII,2009
2584,8.2,73,Banished,PC,2014
2585,8.2,89,Top Spin,XBOX,2003
2586,8.2,76,WWE '13,PS3,2012
2587,8.2,87,MechAssault,XBOX,2002
2588,8.2,81,Little Nightmares,PC,2017
2589,8.2,72,Armillo,WIIU,2014
2590,8.2,78,WWE SmackDown vs. Raw 2007,PSP,2006
2591,8.2,71,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005
2592,8.2,78,Need for Speed: Porsche Unleashed,PS,2000
2593,8.2,76,Spec Ops: The Line,PC,2012
2594,8.2,77,Mortal Kombat: Armageddon,XBOX,2006
2595,8.2,81,Jade Empire: Special Edition,PC,2007
2596,8.2,81,Saints Row 2,X360,2008
2597,8.2,77,Killzone: Liberation,PSP,2006
2598,8.2,71,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003
2599,8.2,73,Star Wars: Racer Revenge,PS2,2002
2600,8.2,92,Prince of Persia: The Sands of Time,GC,2003
2601,8.2,89,Tiger Woods PGA Tour 2004,XBOX,2003
2602,8.2,83,Pokemon Platinum Version,DS,2009
2603,8.2,77,The Void,PC,2009
2604,8.2,80,Gravity Rush 2,PS4,2017
2605,8.2,77,Final Fantasy XI: Chains of Promathia,PS2,2004
2606,8.2,84,Borderlands,X360,2009
2607,8.2,58,L.A. Rush,PS2,2005
2608,8.2,77,Harry Potter and the Chamber of Secrets,GC,2002
2609,8.2,77,F-Zero GP Legend,GBA,2004
2610,8.2,82,Tales From The Borderlands: Episode 1 - Zer0 Sum,XONE,2014
2611,8.2,83,Fallout 3: Point Lookout,X360,2009
2612,8.2,77,Rocksmith,X360,2011
2613,8.2,91,Forza Motorsport 4,X360,2011
2614,8.2,70,Grandia II,PC,2002
2615,8.2,77,The King of Fighters XIII,PS3,2011
2616,8.2,76,XType Plus,WIIU,2014
2617,8.2,80,Dragon's Dogma: Dark Arisen,XONE,2017
2618,8.2,80,Starcraft 64,N64,2000
2619,8.2,72,The Incredible Adventures of Van Helsing,PC,2013
2620,8.2,76,Brothers in Arms: Hell's Highway,X360,2008
2621,8.2,76,Tales of Hearts R,VITA,2014
2622,8.2,80,Geometry Wars: Galaxies,WII,2007
2623,8.2,86,Yakuza 0,PC,2018
2624,8.2,82,The Wolf Among Us: Episode 2 - Smoke and Mirrors,PS3,2014
2625,8.2,88,The Last of Us: Left Behind,PS3,2014
2626,8.2,74,Deponia,PC,2012
2627,8.2,84,Max Payne 2: The Fall of Max Payne,XBOX,2003
2628,8.2,80,"Snipperclips - Cut it out, together!",Switch,2017
2629,8.2,81,Battle Chef Brigade,Switch,2017
2630,8.2,56,Miami Law,DS,2009
2631,8.2,75,The Wolf Among Us: Episode 5 - Cry Wolf,PS3,2014
2632,8.2,75,The Wolf Among Us: Episode 4 - In Sheep's Clothing,PC,2014
2633,8.2,87,ESPN NBA Basketball,XBOX,2003
2634,8.2,46,World Series of Poker,PS2,2005
2635,8.2,84,Bayonetta,Switch,2018
2636,8.2,48,ChoroQ,PS2,2004
2637,8.2,78,Heavy Rain & Beyond: Two Souls Collection,PS4,2016
2638,8.2,87,DiRT 2,PS3,2009
2639,8.2,81,3D After Burner II,3DS,2015
2640,8.2,81,Affordable Space Adventures,WIIU,2015
2641,8.2,87,DiRT 2,X360,2009
2642,8.2,82,NBA Live 2003,GC,2002
2643,8.2,83,Oddworld: Stranger's Wrath HD,VITA,2012
2644,8.2,66,Yu-Gi-Oh! GX: Spirit Caller,DS,2007
2645,8.2,89,XCOM: Enemy Unknown,PC,2012
2646,8.2,83,Darksiders II,X360,2012
2647,8.2,65,Harvest Moon: Tree of Tranquility,WII,2008
2648,8.2,89,Borderlands 2,PC,2012
2649,8.2,83,Borderlands 2: Mr. Torgue's Campaign of Carnage,X360,2012
2650,8.2,84,Peggle: Dual Shot,DS,2009
2651,8.2,80,Disgaea 5: Alliance of Vengeance,PS4,2015
2652,8.2,81,Mortal Kombat: Deadly Alliance,XBOX,2002
2653,8.2,73,kill.switch,PS2,2003
2654,8.2,74,Rayman 3: Hoodlum Havoc,PC,2003
2655,8.2,78,Shadow Warrior 2,PC,2016
2656,8.2,77,Anachronox,PC,2001
2657,8.2,77,Alone in the Dark: The New Nightmare,PS,2001
2658,8.2,81,Blur,PS3,2010
2659,8.2,66,Transformers: Decepticons,DS,2007
2660,8.2,65,Juiced: Eliminator,PSP,2006
2661,8.2,74,Blitzkrieg,PC,2003
2662,8.2,78,Zero Escape: Zero Time Dilemma,PC,2016
2663,8.2,80,The Elder Scrolls III: Tribunal,PC,2002
2664,8.2,74,EverQuest Online Adventures,PS2,2003
2665,8.2,78,NCAA College Football 2K2,DC,2001
2666,8.2,81,Breath of Fire II,GBA,2002
2667,8.2,89,DiRT 2,PC,2009
2668,8.2,89,Peggle,X360,2009
2669,8.2,83,Unreal Championship,XBOX,2002
2670,8.2,84,Guitar Hero: Metallica,X360,2009
2671,8.2,61,Dynasty Warriors 5 Empires,X360,2006
2672,8.2,33,Yu Yu Hakusho: Spirit Detective,GBA,2003
2673,8.2,84,Splashdown,PS2,2001
2674,8.2,86,Rocket League,Switch,2017
2675,8.2,68,Samba de Amigo,WII,2008
2676,8.2,54,Shaman King: Power of Spirit,PS2,2004
2677,8.2,89,Burnout Revenge,X360,2006
2678,8.2,65,Custom Robo,GC,2004
2679,8.2,87,Metal Gear Solid: Portable Ops,PSP,2006
2680,8.2,89,XCOM: Enemy Unknown,PS3,2012
2681,8.2,86,LEGO Star Wars II: The Original Trilogy,PC,2006
2682,8.2,80,Battlefield 2: Modern Combat,XBOX,2005
2683,8.2,72,Heavy Rain: Move Edition,PS3,2010
2684,8.2,77,Final Fantasy XV: Royal Edition,PS4,2018
2685,8.2,80,FIFA Soccer 06,GC,2005
2686,8.2,77,Soul Sacrifice,VITA,2013
2687,8.2,61,Aqua,X360,2010
2688,8.2,86,Titanfall 2,PC,2016
2689,8.2,86,Dying Light: The Following,XONE,2016
2690,8.2,67,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008
2691,8.2,85,Project Gotham Racing,XBOX,2001
2692,8.2,85,Tropico,PC,2001
2693,8.2,80,Mega Man X Legacy Collection 1 + 2,Switch,2018
2694,8.2,86,F-Zero: Maximum Velocity,GBA,2001
2695,8.2,69,Mystery Dungeon: Shiren the Wanderer,DS,2008
2696,8.2,70,Sega Superstars Tennis,PS2,2008
2697,8.2,89,Max Payne,XBOX,2001
2698,8.2,66,Wolfenstein 3D,X360,2009
2699,8.2,76,American Conquest,PC,2003
2700,8.2,81,Super Scribblenauts,DS,2010
2701,8.2,81,Life is Strange: Episode 3 - Chaos Theory,PS4,2015
2702,8.2,76,SkyDrift,PS3,2011
2703,8.2,90,Tennis 2K2,DC,2001
2704,8.2,71,JoJo's Bizarre Adventure All-Star Battle,PS3,2014
2705,8.2,93,Grand Theft Auto: Chinatown Wars,DS,2009
2706,8.2,84,Tetris DS,DS,2006
2707,8.2,67,Criminal Girls 2: Party Favors,VITA,2016
2708,8.2,84,The Walking Dead: Episode 1 - A New Day,PS3,2012
2709,8.2,80,Gravity Rush Remastered,PS4,2016
2710,8.2,81,The Walking Dead: Episode 4 - Around Every Corner,PS3,2012
2711,8.2,57,Dynasty Warriors Vol. 2,PSP,2006
2712,8.2,91,MLB 10: The Show,PS3,2010
2713,8.2,75,Life is Strange: Episode 1 - Chrysalis,PS4,2015
2714,8.2,57,Pac-Man World Rally,GC,2006
2715,8.2,82,Crazy Taxi 2,DC,2001
