,title,console,release_Date,tot_sale,Critic_Score,user_Score
1939,Castlevania: Lords of Shadow,X360,2010.0,0.66,83.0,78.0
1940,NHL 10,X360,2009.0,0.66,88.0,84.0
1941,100 Classic Books,DS,2008.0,0.66,70.0,60.0
1942,Street Fighter Anniversary Collection,PS2,2004.0,0.66,78.0,87.0
1943,NHL 13,X360,2012.0,0.66,83.0,66.0
1944,Napoleon: Total War,PC,2010.0,0.66,81.0,79.0
1945,Rayman Legends,WiiU,2013.0,0.66,92.0,87.0
1946,The Sims: Bustin' Out,GC,2003.0,0.66,81.0,90.0
1947,BioShock Infinite,PC,2013.0,0.66,94.0,85.0
1948,Ratatouille,PSP,2007.0,0.66,64.0,71.0
1949,Lollipop Chainsaw,PS3,2012.0,0.66,67.0,71.0
1950,Tom Clancy's EndWar,PS3,2008.0,0.66,76.0,66.0
1951,Shrek: Hassle at the Castle,GBA,2002.0,0.66,71.0,74.0
1952,Suikoden IV,PS2,2004.0,0.66,63.0,73.0
1953,Gods Eater Burst,PSP,2010.0,0.66,71.0,79.0
1954,Fist of the North Star: Ken's Rage,PS3,2010.0,0.66,60.0,69.0
1955,One Piece: Pirate Warriors 2,PS3,2013.0,0.66,71.0,78.0
1956,Brothers In Arms: Road to Hill 30,XB,2005.0,0.66,88.0,80.0
1957,LEGO Jurassic World,XOne,2015.0,0.65,70.0,67.0
1958,Kung Fu Panda,PS2,2008.0,0.65,73.0,86.0
1959,Freedom Wars,PSV,2014.0,0.65,73.0,83.0
1960,Shaun White Snowboarding,PS3,2008.0,0.65,63.0,63.0
1961,Radiata Stories,PS2,2005.0,0.65,74.0,90.0
1962,F-Zero GX,GC,2003.0,0.65,89.0,85.0
1963,Disney's Chicken Little,PS2,2005.0,0.65,60.0,89.0
1964,Scene It? Box Office Smash,X360,2008.0,0.65,76.0,74.0
1965,Yoshi Topsy-Turvy,GBA,2004.0,0.65,60.0,66.0
1966,Monster Jam: Maximum Destruction,PS2,2002.0,0.65,47.0,60.0
1967,Tiger Woods PGA Tour 09,PS3,2008.0,0.65,82.0,72.0
1968,Mortal Kombat,PSV,2012.0,0.65,85.0,78.0
1969,Tiger Woods PGA Tour 09,X360,2008.0,0.65,84.0,78.0
1970,Advance Wars 2: Black Hole Rising,GBA,2003.0,0.65,89.0,94.0
1971,Wario: Master of Disguise,DS,2007.0,0.65,60.0,74.0
1972,The Last Story,Wii,2011.0,0.65,80.0,84.0
1973,Drakengard,PS2,2003.0,0.65,63.0,91.0
1974,Champions: Return to Arms,PS2,2005.0,0.65,77.0,88.0
1975,Harry Potter and the Goblet of Fire,PS2,2005.0,0.65,68.0,67.0
1976,Tiger Woods PGA Tour 10,X360,2009.0,0.65,80.0,69.0
1977,007: Quantum of Solace,Wii,2008.0,0.65,54.0,75.0
1978,Farming Simulator 17,PC,2016.0,0.65,64.0,80.0
1979,Borderlands 2,PSV,2014.0,0.64,64.0,76.0
1980,Crash Bandicoot Purple: Ripto's Rampage,GBA,2004.0,0.64,67.0,66.0
1981,Assassin's Creed IV: Black Flag,PC,2013.0,0.64,84.0,77.0
1982,Need For Speed: Undercover,Wii,2008.0,0.64,54.0,62.0
1983,Spyro: A Hero's Tail,PS2,2004.0,0.64,60.0,80.0
1984,Crash: Twinsanity,PS2,2004.0,0.64,64.0,80.0
1985,The LEGO Movie Videogame,WiiU,2014.0,0.64,68.0,77.0
1986,Max Payne 2: The Fall of Max Payne,XB,2003.0,0.64,84.0,84.0
1987,Drawn to Life: The Next Chapter,DS,2009.0,0.64,72.0,77.0
1988,GoldenEye: Rogue Agent,PS2,2004.0,0.64,60.0,70.0
1989,WWE 2K15,X360,2014.0,0.64,50.0,40.0
1990,Star Ocean: First Departure,PSP,2007.0,0.64,74.0,74.0
1991,James Bond 007: Everything or Nothing,XB,2004.0,0.64,83.0,74.0
1992,X2: Wolverine's Revenge,PS2,2003.0,0.64,58.0,72.0
1993,NBA Live 06,XB,2005.0,0.64,79.0,64.0
1994,Rayman 3D,3DS,2011.0,0.64,61.0,66.0
1995,Football Manager 2014,PC,2013.0,0.64,85.0,55.0
1996,TimeSplitters 2,XB,2002.0,0.64,88.0,77.0
1997,Onimusha: Dawn of Dreams,PS2,2006.0,0.64,81.0,89.0
1998,Sengoku Basara: Samurai Heroes,PS3,2010.0,0.64,61.0,79.0
1999,Stuntman: Ignition,X360,2007.0,0.64,75.0,73.0
2000,Real Heroes: Firefighter,Wii,2009.0,0.64,67.0,82.0
2001,Dishonored 2,PS4,2016.0,0.64,88.0,77.0
2002,The Crew,XOne,2014.0,0.64,64.0,59.0
2003,Dragon Ball: Raging Blast 2,X360,2010.0,0.64,57.0,74.0
2004,NHL 13,PS3,2012.0,0.64,84.0,68.0
2005,Dead or Alive 5,PS3,2012.0,0.64,74.0,77.0
2006,Evolve,XOne,2015.0,0.64,74.0,51.0
2007,Lemony Snicket's A Series of Unfortunate Events,PS2,2004.0,0.64,63.0,57.0
2008,Lost Planet: Extreme Condition,PS3,2008.0,0.64,67.0,70.0
2009,X-Men Legends II: Rise of Apocalypse,PS2,2005.0,0.63,82.0,73.0
2010,LEGO Star Wars II: The Original Trilogy,X360,2006.0,0.63,81.0,80.0
2011,Rock Band 3,Wii,2010.0,0.63,91.0,69.0
2012,Dragon Age II,PC,2011.0,0.63,82.0,45.0
2013,Tony Hawk's Pro Skater 2x,XB,2001.0,0.63,78.0,88.0
2014,NBA Live 08,PS3,2007.0,0.63,73.0,68.0
2015,FIFA Soccer 2003,XB,2002.0,0.63,88.0,77.0
2016,The Lord of the Rings: Conquest,X360,2009.0,0.63,55.0,70.0
2017,Far Cry 4,PC,2014.0,0.63,80.0,67.0
2018,NASCAR 06: Total Team Control,PS2,2005.0,0.63,78.0,77.0
2019,Iron Man,PSP,2008.0,0.63,44.0,65.0
2020,White Knight Chronicles II,PS3,2010.0,0.63,60.0,71.0
2021,Juiced 2: Hot Import Nights,X360,2007.0,0.63,68.0,76.0
2022,Wolfenstein,PS3,2009.0,0.63,71.0,74.0
2023,The Walking Dead: Survival Instinct,X360,2013.0,0.63,32.0,40.0
2024,The Sims 3: Generations,PC,2011.0,0.63,70.0,36.0
2025,Ape Escape 2,PS2,2002.0,0.63,82.0,84.0
2026,Sega Rally Revo,PS3,2007.0,0.63,75.0,70.0
2027,Shin Megami Tensei: Persona 3 FES,PS2,2007.0,0.63,89.0,83.0
2028,FIFA Soccer 2002,PS2,2001.0,0.63,82.0,58.0
2029,Angry Birds Trilogy,3DS,2012.0,0.63,62.0,46.0
2030,Condemned 2: Bloodshot,X360,2008.0,0.63,80.0,84.0
2031,Okami,PS2,2006.0,0.63,93.0,93.0
2032,Shin Megami Tensei: Persona 3 Portable,PSP,2009.0,0.63,89.0,83.0
2033,NHL 2001,PS,2000.0,0.63,88.0,77.0
2034,Crysis 3,PC,2013.0,0.63,76.0,65.0
2035,Buzz Lightyear of Star Command,PS,2000.0,0.63,54.0,53.0
2036,NHL 16,PS4,2015.0,0.63,78.0,55.0
2037,Tony Hawk's Project 8,PS3,2006.0,0.63,76.0,72.0
2038,Ghostbusters: The Video Game,X360,2009.0,0.63,79.0,85.0
2039,XCOM: Enemy Unknown,X360,2012.0,0.62,90.0,83.0
2040,Metal Gear Solid 2: Substance,XB,0.0,0.62,87.0,85.0
2041,Tony Hawk's American Wasteland,XB,2005.0,0.62,77.0,77.0
2042,Wild ARMs 3,PS2,2002.0,0.62,78.0,84.0
2043,Madden NFL 07,GC,2006.0,0.62,82.0,92.0
2044,Tiger Woods PGA Tour 2004,XB,2003.0,0.62,89.0,82.0
2045,Test Drive Unlimited 2,PS3,0.0,0.62,70.0,61.0
2046,Tak 2: The Staff of Dreams,PS2,2004.0,0.62,71.0,80.0
2047,Just Dance 3,PS3,2011.0,0.62,75.0,60.0
2048,LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,0.62,71.0,73.0
2049,Donkey Kong Barrel Blast,Wii,2007.0,0.62,46.0,68.0
2050,Viewtiful Joe,GC,2003.0,0.62,93.0,83.0
2051,The Urbz: Sims in the City,GBA,2004.0,0.62,72.0,92.0
2052,Guitar Hero: Metallica,PS3,2009.0,0.62,86.0,80.0
2053,Strike Force Bowling,PS2,2004.0,0.62,48.0,68.0
2054,Red Steel 2,Wii,2010.0,0.62,80.0,86.0
2055,XGRA: Extreme G-Racing Association,PS2,2004.0,0.62,68.0,86.0
2056,Mafia III,XOne,2016.0,0.62,67.0,46.0
2057,Prince of Persia: The Forgotten Sands,X360,2010.0,0.62,74.0,78.0
2058,Warriors Orochi 3,PS3,2011.0,0.62,70.0,79.0
2059,DJ Hero 2,Wii,2010.0,0.62,88.0,75.0
2060,Tiger Woods PGA Tour 12: The Masters,X360,2011.0,0.62,80.0,61.0
2061,Wall-E,X360,2008.0,0.62,50.0,63.0
2062,Harry Potter and the Half-Blood Prince,DS,2009.0,0.61,48.0,43.0
2063,NieR,PS3,2010.0,0.61,68.0,84.0
2064,2014 FIFA World Cup Brazil,PS3,2014.0,0.61,73.0,43.0
2065,NBA 2K9,PS3,2008.0,0.61,82.0,70.0
2066,NFL Fever 2003,XB,2002.0,0.61,72.0,86.0
2067,Samurai Warriors 2,PS2,2006.0,0.61,58.0,88.0
2068,Wet,PS3,2009.0,0.61,70.0,64.0
2069,Cooking Mama 4: Kitchen Magic!,3DS,2011.0,0.61,56.0,60.0
2070,Scribblenauts: Unlimited,3DS,2012.0,0.61,73.0,74.0
2071,Fire Emblem: Shadow Dragon,DS,2008.0,0.61,81.0,70.0
2072,Plants vs. Zombies: Garden Warfare,PS4,2014.0,0.61,75.0,76.0
2073,Metroid Prime: Trilogy,Wii,2009.0,0.61,91.0,93.0
2074,Robotech: Battlecry,PS2,2002.0,0.61,72.0,85.0
2075,Disney Universe,PS3,2011.0,0.61,70.0,69.0
2076,Advance Wars: Days of Ruin,DS,0.0,0.61,86.0,87.0
2077,Jak and Daxter: The Lost Frontier,PSP,2009.0,0.61,71.0,63.0
2078,Texas Hold 'Em Poker,GBA,2004.0,0.61,49.0,68.0
2079,Time Crisis 3,PS2,2003.0,0.61,81.0,81.0
2080,Vanquish,PS3,2010.0,0.61,84.0,81.0
2081,Tearaway,PSV,2013.0,0.61,87.0,89.0
2082,Half-Life 2,XB,2005.0,0.61,90.0,86.0
2083,Tony Hawk: RIDE,X360,2009.0,0.61,46.0,30.0
2084,Borderlands: The Pre-Sequel,PS3,2014.0,0.61,77.0,63.0
2085,Major League Baseball 2K8,X360,2008.0,0.61,70.0,59.0
2086,Sacred 2: Fallen Angel,PS3,2009.0,0.61,70.0,71.0
2087,pro evolution soccer 2011,X360,2010.0,0.61,79.0,59.0
2088,Major League Baseball 2K9,X360,2009.0,0.61,64.0,53.0
2089,Final Fantasy IV Advance,GBA,2005.0,0.61,85.0,73.0
2090,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011.0,0.61,58.0,54.0
2091,Harry Potter and the Goblet of Fire,GBA,2005.0,0.61,71.0,60.0
2092,Dragon Ball Z: Buu's Fury,GBA,2004.0,0.61,62.0,89.0
2093,Spider-Man: Mysterio's Menace,GBA,2001.0,0.61,84.0,87.0
2094,MySims Racing,DS,2009.0,0.61,67.0,73.0
2095,Naruto: Ultimate Ninja,PS2,2003.0,0.61,75.0,77.0
2096,Pac-Man Party,Wii,2010.0,0.61,59.0,59.0
2097,Tony Hawk's Underground,GBA,2003.0,0.6,86.0,77.0
2098,Shadow The Hedgehog,PS2,2005.0,0.6,45.0,60.0
2099,Wave Race: Blue Storm,GC,2001.0,0.6,80.0,83.0
2100,Aliens: Colonial Marines,PS3,2013.0,0.6,43.0,36.0
2101,Backyard Wrestling: Don't Try This at Home,PS2,2003.0,0.6,51.0,78.0
2102,Yakuza: Dead Souls,PS3,2011.0,0.6,64.0,74.0
2103,Fight Night Round 2,XB,2005.0,0.6,88.0,88.0
2104,Dead Island: Riptide,PS3,2013.0,0.6,62.0,59.0
2105,Kinect Sports Rivals,XOne,2014.0,0.6,60.0,51.0
2106,NBA 2K8,PS2,2007.0,0.6,72.0,60.0
2107,Dynasty Warriors 8,PS3,2013.0,0.6,68.0,85.0
2108,Disney Infinity,WiiU,2013.0,0.6,71.0,76.0
2109,Secret Agent Clank,PS2,2009.0,0.6,61.0,67.0
2110,Call of Juarez: Bound in Blood,X360,2009.0,0.6,77.0,76.0
2111,Fighters Uncaged,X360,2010.0,0.6,32.0,46.0
2112,Rayman Arena,PS2,2001.0,0.6,63.0,86.0
2113,Jaws Unleashed,PS2,2006.0,0.6,52.0,75.0
2114,Half-Life,PS2,2001.0,0.6,87.0,86.0
2115,Split/Second,X360,2010.0,0.6,82.0,81.0
2116,The Golden Compass,DS,2007.0,0.6,43.0,49.0
2117,The Golden Compass,Wii,0.0,0.6,35.0,68.0
2118,Muramasa: The Demon Blade,Wii,2009.0,0.6,81.0,87.0
2119,Okami,Wii,2008.0,0.6,90.0,89.0
2120,LEGO The Hobbit,PS4,2014.0,0.6,72.0,66.0
2121,WWE 2K17,PS4,2016.0,0.6,69.0,69.0
2122,Just Dance 2014,WiiU,2013.0,0.6,72.0,76.0
2123,NHL 15,PS4,2014.0,0.6,60.0,36.0
2124,Total War: Shogun 2,PC,2011.0,0.6,90.0,83.0
2125,SimCity DS,DS,2007.0,0.6,69.0,63.0
2126,Hot Wheels: Stunt Track Challenge,PS2,2004.0,0.59,62.0,81.0
2127,Monopoly,X360,2008.0,0.59,56.0,58.0
2128,Tony Hawk: RIDE,PS3,2009.0,0.59,44.0,21.0
2129,Medal of Honor: Frontline,GC,2002.0,0.59,80.0,79.0
2130,Dead Space,PC,2008.0,0.59,86.0,80.0
2131,NHL 11,PS3,2010.0,0.59,88.0,71.0
2132,Yakuza 5,PS3,2012.0,0.59,83.0,85.0
2133,2002 FIFA World Cup,PS2,2002.0,0.59,73.0,56.0
2134,MVP Baseball 2004,XB,2004.0,0.59,90.0,85.0
2135,Crash Bandicoot: The Wrath of Cortex,GC,2002.0,0.59,62.0,73.0
2136,WWE 2K16,XOne,2015.0,0.59,72.0,57.0
2137,Assassin's Creed: Brotherhood,PC,2011.0,0.59,88.0,82.0
2138,Dead or Alive Xtreme Beach Volleyball,XB,2003.0,0.59,73.0,78.0
2139,Silent Hill: Shattered Memories,PS2,2010.0,0.59,77.0,68.0
2140,Blur,X360,2010.0,0.59,82.0,83.0
2141,Madden NFL 06,X360,0.0,0.59,74.0,49.0
2142,Asphalt: Urban GT,DS,2004.0,0.59,60.0,75.0
2143,Mega Man Anniversary Collection,PS2,2004.0,0.59,81.0,90.0
2144,Metal Gear Solid V: Ground Zeroes,PS3,2014.0,0.59,66.0,59.0
2145,Harvest Moon: Friends of Mineral Town,GBA,2003.0,0.59,81.0,96.0
2146,Naruto: The Broken Bond,X360,2008.0,0.59,80.0,78.0
2147,WarioWare D.I.Y.,DS,2009.0,0.59,82.0,87.0
2148,Iron Man,Wii,2008.0,0.59,44.0,70.0
2149,The Fight: Lights Out,PS3,2010.0,0.59,48.0,75.0
2150,Mega Man X7,PS2,2003.0,0.58,58.0,51.0
2151,Deus Ex: Human Revolution,PC,2011.0,0.58,90.0,85.0
2152,Final Fantasy Anniversary Edition,PSP,2007.0,0.58,67.0,77.0
2153,SoulCalibur V,X360,2012.0,0.58,77.0,62.0
2154,Romancing SaGa,PS2,2005.0,0.58,58.0,80.0
2155,Lost: Via Domus,X360,2008.0,0.58,55.0,64.0
2156,Top Spin 3,Wii,2008.0,0.58,68.0,57.0
2157,Game Party in Motion,X360,2010.0,0.58,33.0,37.0
2158,The Lord of the Rings: The Third Age,PS2,2004.0,0.58,73.0,82.0
2159,Call of Duty: Black Ops,DS,2010.0,0.58,74.0,60.0
2160,NCAA Football 09,PS3,2008.0,0.58,81.0,73.0
2161,MLB 11: The Show,PS3,2011.0,0.58,90.0,78.0
2162,Kinect Rush: A Disney Pixar Adventure,X360,2012.0,0.58,68.0,51.0
2163,Skylanders SWAP Force,WiiU,2013.0,0.58,89.0,60.0
2164,Terminator 3: Rise of the Machines,PS2,2003.0,0.58,38.0,63.0
2165,Guitar Hero: Smash Hits,Wii,2009.0,0.58,74.0,77.0
2166,Tom Clancy's HAWX,X360,2009.0,0.58,73.0,73.0
2167,Alice: Madness Returns,PS3,2011.0,0.58,70.0,79.0
2168,Shin Megami Tensei IV,3DS,2013.0,0.58,83.0,83.0
2169,NBA 2K7,X360,2006.0,0.58,84.0,78.0
2170,NHL 12,PS3,2011.0,0.58,86.0,75.0
2171,NASCAR: Dirt to Daytona,PS2,0.0,0.58,84.0,88.0
2172,Unreal Tournament,PS2,2000.0,0.58,77.0,68.0
2173,Digimon World 2,PS,2000.0,0.58,42.0,76.0
2174,Prince of Persia: The Two Thrones,XB,2005.0,0.58,85.0,84.0
2175,JoJo's Bizarre Adventure: All Star Battle,PS3,2013.0,0.58,71.0,83.0
2176,Contra: Shattered Soldier,PS2,2002.0,0.58,78.0,66.0
2177,Final Fantasy: The 4 Heroes of Light,DS,2009.0,0.58,71.0,71.0
2178,Rayman Legends,PS3,2013.0,0.58,91.0,87.0
2179,FIFA Soccer,PSV,2012.0,0.58,79.0,72.0
2180,Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,0.58,77.0,87.0
2181,Tony Hawk's Pro Skater 4,GC,2002.0,0.58,91.0,86.0
2182,Naruto: Uzumaki Chronicles 2,PS2,2006.0,0.58,52.0,69.0
2183,NHL 06,PS2,2005.0,0.58,78.0,85.0
2184,Parasite Eve II,PS,1999.0,0.58,79.0,90.0
2185,Skate it,Wii,2008.0,0.58,70.0,84.0
2186,Madden NFL 2002,XB,0.0,0.58,90.0,81.0
2187,Phineas and Ferb: Across the 2nd Dimension,Wii,2011.0,0.57,76.0,83.0
2188,Far Cry Instincts,XB,2005.0,0.57,85.0,57.0
2189,Tony Hawk's Pro Skater 4,GBA,2002.0,0.57,85.0,88.0
2190,ATV Offroad Fury: Blazin' Trails,PSP,2005.0,0.57,63.0,78.0
2191,Tales of the Abyss,PS2,2005.0,0.57,78.0,84.0
2192,Payday 2,X360,2013.0,0.57,75.0,63.0
2193,Blacksite: Area 51,X360,2007.0,0.57,62.0,61.0
2194,Spyro Orange: The Cortex Conspiracy,GBA,2004.0,0.57,60.0,70.0
2195,XCOM: Enemy Unknown,PS3,2012.0,0.57,89.0,82.0
2196,Skylanders: Spyro's Adventure,3DS,2011.0,0.57,82.0,49.0
2197,The Sims 3: World Adventures,PC,2009.0,0.57,81.0,80.0
2198,Madden NFL 06,GC,2005.0,0.57,86.0,85.0
2199,Titanfall 2,XOne,2016.0,0.57,87.0,80.0
2200,BlazBlue: Calamity Trigger,PS3,2009.0,0.57,87.0,84.0
2201,Iron Man,X360,2008.0,0.57,45.0,59.0
2202,Naruto: Ultimate Ninja 2,PS2,2004.0,0.57,73.0,79.0
2203,NHL 10,PS3,2009.0,0.57,88.0,79.0
2204,Rock Band 3,PS3,2010.0,0.57,91.0,80.0
2205,Blood Wake,XB,2001.0,0.57,71.0,75.0
2206,Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,0.57,57.0,91.0
2207,WWE 2K15,XOne,2014.0,0.57,56.0,57.0
2208,FIFA World Cup Germany 2006,PS2,2006.0,0.57,77.0,81.0
2209,Wreckless: ThE YaKuza MisSiOns,XB,2002.0,0.57,74.0,52.0
2210,Defiance,X360,2013.0,0.57,60.0,72.0
2211,Disgaea 4: A Promise Unforgotten,PS3,2011.0,0.57,80.0,78.0
2212,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003.0,0.57,70.0,89.0
2213,Doom 3 BFG Edition,PS3,2012.0,0.57,67.0,64.0
2214,Spider-Man 3,X360,2007.0,0.57,63.0,70.0
2215,Pro Evolution Soccer 2012,PSP,2011.0,0.57,74.0,63.0
2216,The Conduit,Wii,2009.0,0.57,69.0,82.0
2217,Just Dance 2016,WiiU,2015.0,0.57,73.0,69.0
2218,Disney Universe,X360,2011.0,0.57,66.0,53.0
2219,RalliSport Challenge,XB,2002.0,0.57,87.0,83.0
2220,Resident Evil Outbreak File #2,PS2,2004.0,0.57,58.0,77.0
2221,Top Spin 3,PS3,2008.0,0.57,75.0,75.0
2222,XIII,PS2,2003.0,0.57,73.0,86.0
2223,Tomb Raider: Anniversary,PSP,2007.0,0.57,78.0,82.0
2224,Rune Factory 4,3DS,2012.0,0.57,78.0,81.0
2225,3D Dot Game Heroes,PS3,2009.0,0.57,77.0,80.0
2226,Up,Wii,2009.0,0.56,62.0,80.0
2227,Breath of Fire IV,PS,2000.0,0.56,83.0,89.0
2228,True Crime: Streets of LA,GC,2003.0,0.56,77.0,73.0
2229,Odin Sphere,PS2,2007.0,0.56,83.0,86.0
2230,Titanfall,PC,2014.0,0.56,86.0,62.0
2231,Arena Football,PS2,2006.0,0.56,66.0,86.0
2232,The Lord of the Rings: The Return of the King,GBA,2003.0,0.56,77.0,82.0
2233,NHL Hitz 20-02,PS2,2001.0,0.56,78.0,76.0
2234,The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,0.56,64.0,65.0
2235,Classic NES Series: Dr. Mario,GBA,2004.0,0.56,66.0,75.0
2236,The Sims: Bustin' Out,XB,2003.0,0.56,81.0,89.0
2237,NCAA March Madness 07,PS2,2007.0,0.56,63.0,86.0
2238,"Monsters, Inc. Scream Team",PS,2001.0,0.56,65.0,69.0
2239,"Warhammer 40,000: Space Marine",X360,2011.0,0.56,76.0,78.0
2240,Top Spin 3,X360,2008.0,0.56,78.0,76.0
2241,Cabela's Big Game Hunter 2005 Adventures,PS2,2004.0,0.56,55.0,84.0
2242,LEGO Rock Band,X360,2009.0,0.56,71.0,72.0
2243,Battlefield 2: Modern Combat,XB,2005.0,0.56,80.0,82.0
2244,Tom Clancy's HAWX,PS3,2009.0,0.56,74.0,81.0
2245,All-Star Baseball 2002,PS2,2001.0,0.56,77.0,76.0
2246,Need for Speed: Most Wanted,GC,2005.0,0.56,80.0,91.0
2247,Bolt,Wii,2008.0,0.56,50.0,58.0
2248,WWE Raw 2,XB,2003.0,0.56,68.0,73.0
2249,Manhunt 2,PS2,2007.0,0.56,67.0,78.0
2250,Fullmetal Alchemist and the Broken Angel,PS2,2003.0,0.56,56.0,81.0
2251,Tony Hawk's Project 8,PSP,2006.0,0.56,68.0,76.0
2252,Batman Begins,PS2,2005.0,0.56,64.0,73.0
2253,Tony Hawk's Proving Ground,X360,2007.0,0.56,72.0,54.0
2254,Dr. Seuss' The Cat in the Hat,PS2,2003.0,0.56,56.0,65.0
2255,Barbie Groovy Games,GBA,2002.0,0.56,47.0,70.0
2256,Wolfenstein,X360,2009.0,0.56,72.0,75.0
2257,Blinx: The Time Sweeper,XB,2002.0,0.56,71.0,80.0
2258,ESPN NFL Football,PS2,2003.0,0.56,91.0,85.0
2259,Major League Baseball 2K5,XB,2005.0,0.56,81.0,82.0
2260,Tetris Party Deluxe,Wii,2010.0,0.56,72.0,58.0
2261,Gravity Rush,PSV,2012.0,0.56,83.0,85.0
2262,Quantum Break,XOne,2016.0,0.56,77.0,68.0
2263,Archer Maclean's Mercury,PSP,2005.0,0.56,75.0,66.0
2264,TMNT,X360,2007.0,0.56,58.0,63.0
2265,Soldier of Fortune: Gold Edition,PS2,2001.0,0.56,59.0,68.0
2266,Final Fantasy IV: The Complete Collection,PSP,2011.0,0.56,77.0,75.0
2267,Frontlines: Fuel of War,X360,2008.0,0.56,75.0,78.0
2268,MX 2002 Featuring Ricky Carmichael,PS2,2001.0,0.56,76.0,83.0
2269,NCAA Football 07,XB,2006.0,0.56,88.0,69.0
2270,Lunar: Silver Star Story Complete,PS,1998.0,0.55,78.0,91.0
2271,Harvest Moon: The Tale of Two Towns,DS,2010.0,0.55,68.0,75.0
2272,No More Heroes,Wii,2007.0,0.55,83.0,84.0
2273,God of War: Origins Collection,PS3,2011.0,0.55,84.0,84.0
2274,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,0.55,47.0,70.0
2275,Soul Reaver 2,PS2,2001.0,0.55,80.0,85.0
2276,Metal Gear Solid 3: Subsistence,PS2,2005.0,0.55,94.0,93.0
2277,Enslaved: Odyssey to the West,PS3,2010.0,0.55,80.0,74.0
2278,WWF Raw,XB,2002.0,0.55,68.0,66.0
2279,Guitar Hero Live,XOne,2015.0,0.55,81.0,51.0
2280,Extermination,PS2,2001.0,0.55,67.0,78.0
2281,Batman: Vengeance,PS2,2001.0,0.55,68.0,67.0
2282,Hot Shots Golf: World Invitational,PSV,2011.0,0.55,76.0,81.0
2283,Tony Hawk's Pro Skater 3,XB,2002.0,0.55,93.0,84.0
2284,Mega Man Zero,GBA,2002.0,0.55,82.0,89.0
2285,Resident Evil: Revelations 2,PS4,2015.0,0.55,75.0,77.0
2286,NBA 2K8,PS3,2007.0,0.55,81.0,68.0
2287,Rayman Origins,Wii,2011.0,0.55,92.0,83.0
2288,Assassin's Creed: Unity,PC,2014.0,0.55,70.0,30.0
2289,MX vs. ATV: Alive,X360,2011.0,0.55,63.0,72.0
2290,Shrek 2,XB,2004.0,0.55,72.0,84.0
2291,Purr Pals,DS,2007.0,0.55,67.0,68.0
2292,Assassin's Creed II,PC,2010.0,0.55,86.0,69.0
2293,Tak and the Power of Juju,GBA,2003.0,0.55,79.0,92.0
2294,Lips: Number One Hits,X360,2009.0,0.55,70.0,76.0
2295,Turok: Evolution,XB,2002.0,0.55,68.0,67.0
2296,Jak X: Combat Racing,PS2,2005.0,0.55,76.0,77.0
2297,American Idol,PS2,2003.0,0.55,41.0,48.0
2298,Red Dead Revolver,XB,2004.0,0.55,74.0,85.0
2299,CrossworDS,DS,2008.0,0.55,67.0,68.0
2300,Viva Pinata: Pocket Paradise,DS,2008.0,0.55,82.0,71.0
2301,Sly Cooper: Thieves in Time,PS3,2013.0,0.54,75.0,83.0
2302,Iron Man,PS2,2008.0,0.54,47.0,56.0
2303,Spec Ops: The Line,PS3,2012.0,0.54,77.0,80.0
2304,The SpongeBob SquarePants Movie,XB,2004.0,0.54,74.0,85.0
2305,NHL 14,PS3,2013.0,0.54,80.0,60.0
2306,F1 2013,PS3,2013.0,0.54,77.0,63.0
2307,Legends of WrestleMania,PS3,2009.0,0.54,70.0,65.0
2308,Tiger Woods PGA Tour 08,X360,2007.0,0.54,80.0,78.0
2309,Dance Dance Revolution Ultramix,XB,2003.0,0.54,82.0,88.0
2310,Crash Tag Team Racing,PS2,2005.0,0.54,66.0,70.0
2311,Front Mission 4,PS2,2003.0,0.54,75.0,86.0
2312,Rayman Origins,PSV,2012.0,0.54,88.0,84.0
2313,F.E.A.R.,PS3,2007.0,0.54,72.0,74.0
2314,Enslaved: Odyssey to the West,X360,2010.0,0.54,82.0,78.0
2315,Dragon Ball Z: Shin Budokai,PSP,2006.0,0.54,70.0,81.0
2316,Tiger Woods PGA Tour 13,PS3,2012.0,0.54,75.0,57.0
2317,Dynasty Warriors: Gundam 3,PS3,2010.0,0.54,58.0,75.0
2318,Def Jam: Fight for NY,XB,0.0,0.54,84.0,85.0
2319,Tiger Woods PGA Tour 11,Wii,2010.0,0.54,84.0,83.0
2320,NBA Live 10,PS3,2009.0,0.54,81.0,75.0
2321,Metro 2033,X360,2010.0,0.54,77.0,79.0
2322,Fire Emblem: Path of Radiance,GC,2005.0,0.54,85.0,89.0
2323,Hotel Dusk: Room 215,DS,2007.0,0.54,78.0,86.0
2324,Final Fantasy Explorers,3DS,2014.0,0.54,69.0,70.0
2325,SSX Tricky,GC,2001.0,0.54,87.0,86.0
2326,Greg Hastings' Tournament Paintball,XB,2004.0,0.54,74.0,92.0
2327,ESPN NBA Basketball,PS2,2003.0,0.54,89.0,84.0
2328,Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,0.54,55.0,58.0
