,title,console,release_Date,tot_sale,Critic_Score,user_Score
5384,Riviera: The Promised Land,GBA,2004.0,0.1,76.0,92.0
5385,Blades of Time,X360,2012.0,0.1,52.0,65.0
5386,Yggdra Union: We'll Never Fight Alone,PSP,2008.0,0.1,73.0,79.0
5387,Bujingai: The Forsaken City,PS2,2003.0,0.1,72.0,75.0
5388,Universe at War: Earth Assault,X360,2008.0,0.1,66.0,83.0
5389,Death By Degrees,PS2,2005.0,0.1,51.0,62.0
5390,Rome: Total War,PC,2004.0,0.1,92.0,91.0
5391,Doom 3,PC,2004.0,0.1,87.0,76.0
5392,Ride,XOne,2015.0,0.1,54.0,53.0
5393,NASCAR The Game: Inside Line,X360,2012.0,0.1,72.0,34.0
5394,JU-ON: The Grudge,Wii,2009.0,0.1,39.0,56.0
5395,Colin McRae Rally 04,XB,2004.0,0.1,84.0,81.0
5396,FIFA Street,XB,2005.0,0.1,60.0,80.0
5397,The Sims 4: City Living,PC,2016.0,0.1,77.0,57.0
5398,Hot Wheels: Stunt Track Challenge,XB,2004.0,0.1,63.0,62.0
5399,Blitz: The League II,X360,2008.0,0.1,68.0,72.0
5400,Miami Law,DS,2009.0,0.1,56.0,88.0
5401,Capcom vs. SNK 2 EO,XB,2003.0,0.1,80.0,87.0
5402,Hunter: The Reckoning,GC,2002.0,0.1,70.0,76.0
5403,Baten Kaitos Origins,GC,2006.0,0.1,75.0,89.0
5404,E·O·E: Eve of Extinction,PS2,2002.0,0.1,57.0,72.0
5405,NHL 2004,GC,2003.0,0.1,85.0,84.0
5406,Surf's Up,X360,2007.0,0.1,61.0,61.0
5407,X-Men: The Official Game,XB,2006.0,0.1,53.0,81.0
5408,RLH: Run Like Hell,PS2,2002.0,0.1,58.0,82.0
5409,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,0.1,71.0,63.0
5410,The Ant Bully,PS2,2006.0,0.1,52.0,42.0
5411,Conflict: Global Terror,XB,2005.0,0.1,62.0,79.0
5412,Monster Rancher EVO,PS2,2005.0,0.1,58.0,68.0
5413,Terraria,PSV,2013.0,0.1,85.0,78.0
5414,The Whispered World,PC,2009.0,0.1,70.0,76.0
5415,Agatha Christie: The ABC Murders,DS,2009.0,0.1,53.0,65.0
5416,Help Wanted: 50 Wacky Jobs,Wii,2008.0,0.1,65.0,70.0
5417,Beach Spikers: Virtua Beach Volleyball,GC,2002.0,0.1,76.0,81.0
5418,Draglade,DS,2007.0,0.1,71.0,75.0
5419,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,0.1,68.0,62.0
5420,Jade Cocoon 2,PS2,2001.0,0.1,76.0,78.0
5421,Mana Khemia: Student Alliance,PSP,2008.0,0.1,41.0,53.0
5422,Van Helsing,GBA,2004.0,0.1,33.0,63.0
5423,Bee Movie Game,PS2,2007.0,0.1,65.0,75.0
5424,Resident Evil: Revelations 2,PSV,2015.0,0.1,65.0,78.0
5425,Kelly Slater's Pro Surfer,XB,2002.0,0.1,80.0,80.0
5426,NFL Tour,X360,2008.0,0.1,49.0,31.0
5427,Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,0.1,37.0,41.0
5428,Sudoku Mania,DS,2006.0,0.1,25.0,35.0
5429,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,0.1,49.0,80.0
5430,Resident Evil: Revelations 2,XOne,2015.0,0.1,75.0,75.0
5431,The Bard's Tale,XB,2004.0,0.1,75.0,88.0
5432,Alien Hominid,PS2,2004.0,0.1,78.0,83.0
5433,Myst,DS,2007.0,0.1,43.0,35.0
5434,nail'd,X360,2010.0,0.1,64.0,71.0
5435,Tom Clancy's Splinter Cell,GBA,2003.0,0.1,77.0,86.0
5436,Bullet Witch,X360,2006.0,0.1,55.0,61.0
5437,Spider-Man: Web of Shadows,DS,2008.0,0.1,77.0,75.0
5438,Pinball Hall of Fame: The Williams Collection,3DS,2011.0,0.1,67.0,73.0
5439,Rolling Stone: Drum King,Wii,2009.0,0.1,32.0,18.0
5440,NBA Ballers: Rebound,PSP,2006.0,0.1,69.0,77.0
5441,Silent Scope Complete,XB,2004.0,0.1,69.0,74.0
5442,King's Field: The Ancient City,PS2,2001.0,0.1,60.0,85.0
5443,Leisure Suit Larry: Box Office Bust,PS3,2009.0,0.1,17.0,17.0
5444,Indigo Prophecy,XB,2005.0,0.1,84.0,77.0
5445,Sneakers,XB,2002.0,0.1,28.0,46.0
5446,NHL 2K6,X360,2005.0,0.1,75.0,61.0
5447,X-Men: Destiny,Wii,2011.0,0.1,36.0,45.0
5448,College Hoops 2K6,XB,2005.0,0.1,82.0,92.0
5449,Contact,DS,2006.0,0.1,73.0,82.0
5450,Harvey Birdman: Attorney at Law,PSP,2008.0,0.1,62.0,80.0
5451,Harry Potter and the Deathly Hallows - Part 2,PC,2011.0,0.1,43.0,50.0
5452,Predator: Concrete Jungle,XB,2005.0,0.1,46.0,80.0
5453,Opoona,Wii,2007.0,0.1,65.0,77.0
5454,Universal Studios Theme Parks Adventure,GC,2001.0,0.1,39.0,29.0
5455,Steins;Gate,PSV,2013.0,0.1,83.0,92.0
5456,Rocky: Legends,XB,2004.0,0.1,67.0,52.0
5457,Star Trek: Shattered Universe,PS2,2004.0,0.1,42.0,83.0
5458,Ultra Street Fighter IV,PS4,2015.0,0.1,71.0,59.0
5459,EVE: Valkyrie,PS4,2016.0,0.1,73.0,63.0
5460,Dragon Ball: Evolution,PSP,2009.0,0.1,28.0,9.0
5461,The Crew: Wild Run,PS4,2015.0,0.1,73.0,68.0
5462,Natural Doctrine,PS4,2014.0,0.1,53.0,60.0
5463,NeverDead,X360,2012.0,0.1,52.0,55.0
5464,MotoGP 07,PS2,2007.0,0.1,62.0,91.0
5465,Blades of Time,PS3,2012.0,0.1,53.0,72.0
5466,Thor: God of Thunder,3DS,2011.0,0.1,55.0,42.0
5467,Cubic Ninja,3DS,2011.0,0.1,51.0,59.0
5468,F1 2014,PC,2014.0,0.1,61.0,48.0
5469,Harvest Moon: Frantic Farming,DS,2009.0,0.1,72.0,68.0
5470,Blue Dragon: Awakened Shadow,DS,2009.0,0.1,63.0,66.0
5471,Shining Force EXA,PS2,2007.0,0.1,64.0,73.0
5472,Digimon World DS,DS,2006.0,0.1,71.0,76.0
5473,MySims SkyHeroes,X360,2010.0,0.1,56.0,55.0
5474,Guilty Gear Isuka,PS2,2004.0,0.1,73.0,75.0
5475,Tornado Outbreak,Wii,2009.0,0.1,71.0,82.0
5476,Shovel Knight,WiiU,2015.0,0.1,88.0,83.0
5477,Operation Abyss: New Tokyo Legacy,PSV,2014.0,0.1,66.0,73.0
5478,MotoGP 2,XB,2003.0,0.1,87.0,85.0
5479,Heatseeker,Wii,2007.0,0.1,62.0,62.0
5480,Ar tonelico: Melody of Elemia,PS2,2006.0,0.1,71.0,77.0
5481,Castlevania Double Pack,GBA,2006.0,0.1,86.0,84.0
5482,Samurai Warriors 4: Empires,PS4,2015.0,0.1,71.0,65.0
5483,Steel Battalion,XB,2002.0,0.1,83.0,85.0
5484,Power Stone Collection,PSP,2006.0,0.1,74.0,68.0
5485,Cartoon Network: Punch Time Explosion,3DS,2011.0,0.1,58.0,59.0
5486,"Blast Works: Build, Trade, Destroy",Wii,2008.0,0.1,78.0,77.0
5487,SNK vs. Capcom Card Fighters DS,DS,2006.0,0.1,48.0,48.0
5488,Medieval II: Total War,PC,2006.0,0.1,88.0,89.0
5489,Darkest of Days,X360,2009.0,0.1,44.0,48.0
5490,Skylanders Imaginators,XOne,2016.0,0.1,78.0,60.0
5491,Minority Report: Everybody Runs,XB,2002.0,0.1,54.0,50.0
5492,NASCAR,PSP,2006.0,0.1,66.0,53.0
5493,One Piece: Burning Blood,PSV,2016.0,0.1,62.0,78.0
5494,Rio,X360,2011.0,0.09,60.0,70.0
5495,Playboy: The Mansion,XB,2005.0,0.09,61.0,41.0
5496,Disney's Aladdin in Nasira's Revenge,PS,2000.0,0.09,61.0,83.0
5497,Barnyard,PS2,2006.0,0.09,62.0,87.0
5498,Ultimate Marvel vs. Capcom 3,PS3,2011.0,0.09,80.0,62.0
5499,MindJack,X360,2011.0,0.09,43.0,12.0
5500,Pac-Man World 3,GC,2005.0,0.09,66.0,73.0
5501,Glory Days 2,DS,2007.0,0.09,73.0,73.0
5502,Brain Age: Concentration Training,3DS,2012.0,0.09,71.0,79.0
5503,Crash 'N' Burn,XB,2004.0,0.09,65.0,64.0
5504,Pac-Man and the Ghostly Adventures 2,PS3,2014.0,0.09,59.0,63.0
5505,Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,0.09,79.0,83.0
5506,Speed Kings,PS2,2003.0,0.09,61.0,78.0
5507,Dungeons,PC,2011.0,0.09,65.0,46.0
5508,Little League World Series Baseball 2008,Wii,2008.0,0.09,70.0,80.0
5509,Winter Stars,X360,2011.0,0.09,46.0,65.0
5510,Bladestorm: The Hundred Years' War,X360,2007.0,0.09,63.0,68.0
5511,Burnout Paradise: The Ultimate Box,PC,2009.0,0.09,87.0,75.0
5512,Forever Kingdom,PS2,2001.0,0.09,64.0,78.0
5513,Altered Beast: Guardian of the Realms,GBA,2002.0,0.09,63.0,48.0
5514,The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,0.09,68.0,77.0
5515,Raven Squad: Operation Hidden Dagger,X360,2009.0,0.09,38.0,35.0
5516,Age of Empires II: The Age of Kings,PC,1999.0,0.09,92.0,90.0
5517,Family Party: 30 Great Games,Wii,2008.0,0.09,42.0,10.0
5518,Shining Tears,PS2,2004.0,0.09,61.0,65.0
5519,MotoGP,XB,2002.0,0.09,84.0,84.0
5520,Scaler,PS2,2004.0,0.09,70.0,86.0
5521,Halo 2,PC,2007.0,0.09,72.0,56.0
5522,Gradius V,PS2,2004.0,0.09,82.0,85.0
5523,Medal of Honor: Vanguard,Wii,2007.0,0.09,56.0,70.0
5524,Beaterator,PSP,2009.0,0.09,80.0,78.0
5525,Arcania: Gothic 4,X360,2010.0,0.09,64.0,52.0
5526,Psychonauts,PS2,2005.0,0.09,86.0,87.0
5527,Code Lyoko: Quest for Infinity,Wii,2007.0,0.09,58.0,85.0
5528,Digimon Rumble Arena 2,PS2,2004.0,0.09,63.0,73.0
5529,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,0.09,44.0,55.0
5530,Ribbit King,PS2,2003.0,0.09,58.0,65.0
5531,Alien Hominid,GC,2004.0,0.09,78.0,85.0
5532,Rygar: The Battle of Argus,Wii,2008.0,0.09,52.0,70.0
5533,Ninja Gaiden Black,XB,2005.0,0.09,94.0,87.0
5534,Touch Detective,DS,2006.0,0.09,60.0,68.0
5535,Trivial Pursuit unhinged,XB,2004.0,0.09,58.0,80.0
5536,NCAA March Madness 08,PS3,2007.0,0.09,67.0,38.0
5537,InuYasha: Secret of the Divine Jewel,DS,2007.0,0.09,46.0,76.0
5538,Bloody Roar 4,PS2,2003.0,0.09,59.0,86.0
5539,Atari Classics Evolved,PSP,2007.0,0.09,64.0,60.0
5540,I-Ninja,GC,2003.0,0.09,77.0,76.0
5541,Steins;Gate 0,PSV,2015.0,0.09,86.0,93.0
5542,Football Manager 2017,PC,2016.0,0.09,81.0,43.0
5543,Wild ARMs: Alter Code F,PS2,2003.0,0.09,73.0,83.0
5544,Army Corps of Hell,PSV,2011.0,0.09,57.0,66.0
5545,Shrek SuperSlam,XB,2005.0,0.09,71.0,93.0
5546,Ultimate Mortal Kombat,DS,2007.0,0.09,73.0,86.0
5547,Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,0.09,71.0,90.0
5548,Metal Slug X,PS,2001.0,0.09,85.0,88.0
5549,Romance of the Three Kingdoms X,PS2,2005.0,0.09,71.0,85.0
5550,Prinny: Can I Really Be the Hero?,PSP,2008.0,0.09,72.0,70.0
5551,GripShift,PSP,2005.0,0.09,70.0,87.0
5552,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,0.09,45.0,81.0
5553,Beowulf: The Game,PSP,2007.0,0.09,44.0,54.0
5554,Skies of Arcadia,DC,2000.0,0.09,93.0,94.0
5555,NASCAR: Dirt to Daytona,GC,2002.0,0.09,85.0,73.0
5556,Road Trip,PS2,2002.0,0.09,80.0,90.0
5557,Jimmie Johnson's Anything With an Engine,X360,2011.0,0.09,65.0,88.0
5558,echochrome,PSP,2008.0,0.09,79.0,77.0
5559,Project Eden,PS2,2001.0,0.09,71.0,78.0
5560,Riviera: The Promised Land,PSP,2006.0,0.09,68.0,77.0
5561,Digimon All-Star Rumble,PS3,2014.0,0.09,49.0,58.0
5562,Driver: Renegade,3DS,2011.0,0.09,48.0,50.0
5563,Yaiba: Ninja Gaiden Z,PS3,2014.0,0.09,43.0,45.0
5564,Castlevania: Lords of Shadow 2,X360,2014.0,0.09,70.0,78.0
5565,Ghosthunter,PS2,2003.0,0.09,69.0,87.0
5566,Shadow of Destiny,PSP,2009.0,0.09,54.0,82.0
5567,Pro Evolution Soccer 2012,PC,2011.0,0.09,77.0,64.0
5568,Mimana Iyar Chronicle,PSP,2009.0,0.09,45.0,58.0
5569,Michael Jackson: The Experience,PSV,2011.0,0.09,57.0,58.0
5570,Def Jam Fight For NY: The Takeover,PSP,2006.0,0.09,79.0,82.0
5571,Tom Clancy's EndWar,DS,2008.0,0.09,69.0,58.0
5572,JASF: Jane's Advanced Strike Fighters,X360,2011.0,0.09,45.0,45.0
5573,Astro Boy: Omega Factor,GBA,2003.0,0.09,85.0,86.0
5574,Disgaea Infinite,PSP,2010.0,0.09,64.0,44.0
5575,Phantom Brave: The Hermuda Triangle,PSP,2010.0,0.09,65.0,73.0
5576,Fullmetal Alchemist: Dual Sympathy,DS,2005.0,0.09,58.0,73.0
5577,Lock's Quest,DS,2008.0,0.09,80.0,87.0
5578,Rugby 2005,PS2,2005.0,0.09,71.0,86.0
5579,Pokemon Rumble World,3DS,2015.0,0.09,58.0,64.0
5580,Spectral Force Genesis,DS,2008.0,0.09,46.0,70.0
5581,Last Rebellion,PS3,2010.0,0.09,44.0,46.0
5582,DriveClub VR,PS4,2016.0,0.09,67.0,74.0
5583,Quantum Theory,X360,2010.0,0.09,37.0,36.0
5584,Tornado Outbreak,PS3,2009.0,0.09,69.0,76.0
5585,Justice League Heroes,DS,2006.0,0.09,43.0,57.0
5586,Back to the Future: The Game,PS3,2011.0,0.09,66.0,68.0
5587,Space Invaders Extreme,PSP,2008.0,0.09,84.0,68.0
5588,Mystic Heroes,GC,2002.0,0.09,67.0,85.0
5589,Zoids Assault,X360,2007.0,0.09,46.0,73.0
5590,Arslan: The Warriors of Legend,PS4,2015.0,0.09,69.0,66.0
5591,Freestyle Metal X,PS2,2003.0,0.09,67.0,83.0
5592,Dark Angel: Vampire Apocalypse,PS2,2001.0,0.09,53.0,56.0
5593,Damnation,PS3,2009.0,0.09,36.0,28.0
5594,Super Puzzle Fighter II,GBA,0.0,0.09,83.0,95.0
5595,Supreme Commander,X360,2008.0,0.09,56.0,57.0
5596,Transworld Snowboarding,XB,2002.0,0.09,74.0,92.0
5597,World Soccer Winning Eleven 8 International,XB,2004.0,0.09,90.0,84.0
5598,Sniper Elite,XB,2005.0,0.09,77.0,85.0
5599,Mahjong Cub3D,3DS,2011.0,0.09,67.0,53.0
5600,Test Drive: Eve of Destruction,XB,2004.0,0.09,72.0,87.0
5601,Blazblue: Continuum Shift Extend,PS3,2011.0,0.09,73.0,75.0
5602,Crimson Sea,XB,2002.0,0.09,78.0,82.0
5603,Red Bull BC One,DS,2008.0,0.09,48.0,53.0
5604,The Weakest Link,PS,2001.0,0.09,63.0,72.0
5605,Viewtiful Joe: Red Hot Rumble,PSP,2006.0,0.09,63.0,63.0
5606,Wolfenstein: The Old Blood,PC,2015.0,0.09,76.0,76.0
5607,GRID Autosport,X360,2014.0,0.09,75.0,60.0
5608,Ikaruga,GC,2003.0,0.09,85.0,85.0
5609,The Suffering: Ties That Bind,XB,2005.0,0.09,76.0,91.0
5610,Nobunaga's Ambition: Iron Triangle,PS2,2006.0,0.09,76.0,80.0
5611,The Mummy: Tomb of the Dragon Emperor,Wii,2008.0,0.09,39.0,64.0
5612,Knights in the Nightmare,PSP,2010.0,0.09,75.0,77.0
5613,Terraria,3DS,2016.0,0.09,71.0,71.0
5614,Digimon World 4,GC,2005.0,0.09,55.0,81.0
5615,Spectral Force 3,X360,2006.0,0.09,59.0,75.0
5616,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005.0,0.09,68.0,80.0
5617,The Ant Bully,Wii,2006.0,0.09,45.0,14.0
5618,Risen 3: Titan Lords,PC,2014.0,0.09,65.0,57.0
5619,Battle Fantasia,X360,2008.0,0.09,71.0,66.0
5620,Karaoke Revolution,XB,2004.0,0.09,80.0,85.0
5621,Fire Pro Wrestling Returns,PS2,2005.0,0.09,78.0,85.0
5622,Obscure: The Aftermath,PSP,2009.0,0.09,66.0,82.0
5623,Jimmy Neutron: Boy Genius,GC,2002.0,0.09,42.0,51.0
5624,Henry Hatsworth in the Puzzling Adventure,DS,2009.0,0.09,82.0,80.0
5625,Rollcage Stage II,PS,2000.0,0.09,85.0,89.0
5626,Samurai Warriors 2: Xtreme Legends,PS2,2007.0,0.09,50.0,80.0
5627,Spider-Man: Edge of Time,Wii,2011.0,0.09,62.0,52.0
5628,Jumper: Griffin's Story,Wii,2008.0,0.09,28.0,25.0
5629,Forgotten Realms: Demon Stone,XB,2004.0,0.09,72.0,65.0
5630,Rock Band 3,DS,2010.0,0.09,79.0,55.0
5631,LEGO Star Wars II: The Original Trilogy,GBA,2006.0,0.09,55.0,70.0
5632,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005.0,0.09,65.0,73.0
5633,Top Gear Rally,GBA,2003.0,0.09,78.0,76.0
5634,Red Faction: Armageddon,PC,2011.0,0.09,75.0,67.0
5635,BIT.TRIP COMPLETE,Wii,2011.0,0.09,84.0,87.0
5636,Rugby 15,XOne,2015.0,0.09,20.0,31.0
5637,XIII,GC,2003.0,0.09,73.0,77.0
5638,Data East Arcade Classics,Wii,2010.0,0.09,56.0,82.0
5639,Wizardry: Tale of the Forsaken Land,PS2,2001.0,0.09,70.0,75.0
5640,ShellShock 2: Blood Trails,X360,2009.0,0.09,30.0,59.0
5641,F.E.A.R. Files,X360,2007.0,0.09,66.0,71.0
5642,The Smurfs 2,WiiU,2013.0,0.09,42.0,56.0
5643,Lara Croft and the Temple of Osiris,PS4,2014.0,0.09,74.0,67.0
5644,The Sims 2: Apartment Life,PC,2008.0,0.09,75.0,77.0
5645,Killer7,PS2,2005.0,0.09,70.0,81.0
5646,Age of Mythology,PC,2002.0,0.09,89.0,89.0
5647,Astro Boy,PS2,2004.0,0.09,54.0,69.0
5648,Puss in Boots,PS3,2011.0,0.09,70.0,70.0
5649,Monster House,GBA,2006.0,0.09,69.0,90.0
5650,Cloudy With a Chance of Meatballs,X360,2009.0,0.09,62.0,65.0
5651,MetropolisMania,PS2,2001.0,0.09,63.0,71.0
5652,NCAA Football 08,XB,2007.0,0.08,82.0,81.0
5653,Ephemeral Fantasia,PS2,2000.0,0.08,48.0,63.0
5654,1 vs. 100,DS,2008.0,0.08,38.0,32.0
5655,Counter-Strike: Source,PC,2004.0,0.08,88.0,89.0
5656,Gray Matter,PC,2011.0,0.08,72.0,77.0
5657,America's Army: True Soldiers,X360,2007.0,0.08,43.0,67.0
5658,Raiden Fighters Aces,X360,2008.0,0.08,73.0,75.0
5659,NASCAR The Game: Inside Line,PS3,2012.0,0.08,76.0,45.0
5660,Star Wars: Empire at War,PC,2006.0,0.08,79.0,84.0
5661,BlazBlue Central Fiction,PS4,2016.0,0.08,85.0,76.0
5662,Sega GT Online,XB,2003.0,0.08,72.0,92.0
5663,Knights in the Nightmare,DS,2008.0,0.08,76.0,86.0
5664,Marvel Nemesis: Rise of the Imperfects,DS,2005.0,0.08,34.0,65.0
5665,Nano Assault,3DS,2011.0,0.08,75.0,77.0
5666,Captain America: Super Soldier,3DS,2011.0,0.08,51.0,50.0
5667,Onimusha Tactics,GBA,2003.0,0.08,64.0,87.0
5668,Bomberman Jetters,GC,2002.0,0.08,70.0,79.0
5669,TOCA Race Driver 3,PS2,2006.0,0.08,82.0,72.0
5670,Mad Dog McCree: Gunslinger Pack,Wii,2009.0,0.08,31.0,50.0
5671,How to Train Your Dragon 2,WiiU,2014.0,0.08,47.0,49.0
5672,Blacksite: Area 51,PS3,2007.0,0.08,56.0,63.0
5673,Disney's Donald Duck: Goin' Quackers,PS2,2000.0,0.08,73.0,73.0
5674,Ultimate Brain Games,GBA,2003.0,0.08,80.0,83.0
5675,Exit,PSP,2005.0,0.08,77.0,77.0
5676,Harvey Birdman: Attorney at Law,Wii,2008.0,0.08,60.0,78.0
5677,Aliens versus Predator: Extinction,XB,2003.0,0.08,64.0,77.0
5678,Bejeweled 3,PC,2010.0,0.08,82.0,81.0
5679,RTX Red Rock,PS2,2003.0,0.08,49.0,50.0
5680,FIFA Street 2,XB,2006.0,0.08,63.0,71.0
5681,Smart Bomb,PSP,2005.0,0.08,45.0,54.0
5682,Shining Force: Resurrection of the Dark Dragon,GBA,2004.0,0.08,77.0,88.0
5683,Shining Soul II,GBA,2003.0,0.08,74.0,83.0
5684,The Golf Club,PS4,2014.0,0.08,66.0,63.0
5685,Hello Kitty: Roller Rescue,GC,2005.0,0.08,64.0,68.0
5686,Metal Slug Advance,GBA,2004.0,0.08,79.0,83.0
5687,Pac-Man World Rally,GC,2006.0,0.08,57.0,78.0
5688,Blazing Angels: Squadrons of WWII,XB,2006.0,0.08,69.0,68.0
5689,God Eater Resurrection,PS4,2015.0,0.08,70.0,78.0
5690,NHL 2K7,X360,2006.0,0.08,78.0,79.0
5691,Miami Nights: Singles in the City,DS,2008.0,0.08,48.0,71.0
5692,Shovel Knight,PS4,2015.0,0.08,90.0,76.0
5693,Strider 2,PS,2000.0,0.08,69.0,81.0
5694,Invizimals: The Alliance,PSV,2013.0,0.08,69.0,68.0
5695,Death Jr. and the Science Fair of Doom,DS,2007.0,0.08,47.0,75.0
5696,Shin Megami Tensei: Digital Devil Saga 2,PS2,2005.0,0.08,82.0,79.0
5697,Pro Evolution Soccer 2013,PC,2012.0,0.08,80.0,69.0
5698,Battleborn,PC,2016.0,0.08,69.0,69.0
5699,Agatha Christie: Evil Under the Sun,Wii,2008.0,0.08,46.0,73.0
5700,Don King Boxing,DS,2009.0,0.08,71.0,78.0
5701,Grand Prix Challenge,PS2,2002.0,0.08,76.0,92.0
5702,FIFA Soccer 2005,GBA,2004.0,0.08,75.0,78.0
5703,ShellShock 2: Blood Trails,PS3,2009.0,0.08,35.0,48.0
5704,Mega Man Legacy Collection,PS4,2016.0,0.08,77.0,61.0
5705,Knights Contract,PS3,2011.0,0.08,51.0,60.0
5706,NHL 06,GC,2005.0,0.08,78.0,93.0
5707,State of Emergency 2,PS2,2006.0,0.08,44.0,58.0
5708,Fatal Frame III: The Tormented,PS2,2005.0,0.08,78.0,89.0
5709,Seven Samurai 20XX,PS2,2004.0,0.08,52.0,70.0
5710,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014.0,0.08,65.0,56.0
5711,Risen 3: Titan Lords,PS3,2014.0,0.08,36.0,37.0
5712,Tornado Outbreak,X360,2009.0,0.08,62.0,80.0
5713,Ninjabread Man,Wii,2007.0,0.08,20.0,17.0
5714,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,0.08,78.0,80.0
5715,Battlefield 2,PC,2005.0,0.08,91.0,84.0
5716,Swingerz Golf,GC,2002.0,0.08,72.0,93.0
5717,Titanfall 2,PC,2016.0,0.08,85.0,80.0
5718,Persona 4: Arena Ultimax,X360,2014.0,0.08,85.0,74.0
5719,Supremacy MMA,X360,2011.0,0.08,49.0,62.0
5720,The King of Fighters 2006,PS2,2006.0,0.08,66.0,86.0
5721,Nobunaga's Ambition: Rise to Power,PS2,2004.0,0.08,70.0,88.0
5722,FIFA Soccer 2003,GC,2002.0,0.08,86.0,78.0
5723,Major League Baseball 2K11,PC,2011.0,0.08,74.0,59.0
5724,The Italian Job,XB,2003.0,0.08,54.0,58.0
5725,Smuggler's Run: Warzones,GC,2002.0,0.08,79.0,69.0
5726,SafeCracker: The Ultimate Puzzle Adventure,Wii,2008.0,0.08,56.0,78.0
5727,Warriors Orochi 3 Hyper,WiiU,2012.0,0.08,64.0,74.0
5728,NBA 10: The Inside,PSP,2009.0,0.08,69.0,30.0
5729,PAC-MAN and the Ghostly Adventures,PS3,2013.0,0.08,51.0,31.0
5730,Space Channel 5 Special Edition,PS2,2003.0,0.08,79.0,86.0
5731,The Legend of Alon D'ar,PS2,2001.0,0.08,43.0,67.0
5732,Big Mutha Truckers,GC,2003.0,0.08,63.0,82.0
5733,Super Robot Taisen OG Saga: Endless Frontier,DS,2008.0,0.08,73.0,90.0
5734,Sniper: Ghost Warrior 2,PC,2013.0,0.08,52.0,58.0
5735,Samurai Shodown Sen,X360,2009.0,0.08,46.0,52.0
5736,Samurai Western,PS2,2004.0,0.08,58.0,76.0
5737,Looney Tunes: Acme Arsenal,X360,2007.0,0.08,40.0,68.0
5738,Line Rider 2: Unbound,DS,2008.0,0.08,59.0,56.0
5739,Harry Potter and the Sorcerer's Stone,GC,2003.0,0.08,62.0,83.0
5740,High Heat Major League Baseball 2004,XB,2003.0,0.08,83.0,84.0
5741,TimeSplitters: Future Perfect,GC,2005.0,0.08,82.0,91.0
5742,"Warhammer 40,000: Dawn of War II - Retribution",PC,2011.0,0.08,80.0,78.0
5743,Incredible Crisis,PS,1999.0,0.08,80.0,75.0
5744,The King of Fighters EX2: Howling Blood,GBA,2002.0,0.08,80.0,91.0
5745,Ice Age 2: The Meltdown,Wii,2006.0,0.08,66.0,78.0
5746,Knights Contract,X360,2011.0,0.08,49.0,56.0
5747,Hidden Invasion,PS2,2001.0,0.08,39.0,58.0
5748,Superman: Shadow of Apokolips,GC,2003.0,0.08,66.0,73.0
5749,Armored Core 3 Portable,PSP,2009.0,0.08,43.0,67.0
5750,PAC-MAN and the Ghostly Adventures,X360,2013.0,0.08,49.0,51.0
5751,Batman: Dark Tomorrow,GC,2003.0,0.08,29.0,32.0
5752,Crush,PSP,2007.0,0.08,83.0,90.0
5753,The First Templar,PC,2011.0,0.08,57.0,58.0
5754,Earth Defense Force 2017,X360,2006.0,0.08,69.0,77.0
5755,Tomb Raider: Legend,GC,2006.0,0.08,78.0,78.0
5756,RoadKill,XB,2003.0,0.08,68.0,74.0
5757,Game of Thrones,PC,2012.0,0.08,58.0,65.0
5758,From Russia With Love,PSP,2006.0,0.08,61.0,69.0
5759,Lost Dimension,PSV,2014.0,0.08,72.0,83.0
5760,Resident Evil 6,PS4,2016.0,0.08,60.0,67.0
5761,Assassin's Creed: Rogue,PC,2015.0,0.08,74.0,75.0
5762,Taz Wanted,GC,2002.0,0.08,61.0,70.0
5763,Tomb Raider: Underworld,PC,2008.0,0.08,80.0,77.0
5764,Evolution Worlds,GC,2002.0,0.08,63.0,80.0
5765,Far Cry Vengeance,Wii,2006.0,0.08,38.0,53.0
5766,Code Lyoko: Fall of X.A.N.A.,DS,2008.0,0.08,51.0,63.0
5767,Worms: A Space Oddity,Wii,2008.0,0.08,64.0,43.0
5768,MLB Front Office Manager,PS3,2009.0,0.08,49.0,65.0
5769,X Rebirth,PC,2013.0,0.08,33.0,33.0
5770,Song of the Deep,PS4,2016.0,0.08,69.0,73.0
5771,World Series of Poker 2008: Battle for the Bracelets,X360,2007.0,0.08,74.0,67.0
5772,Super Monkey Ball Adventure,PSP,2006.0,0.08,56.0,59.0
5773,Worms: Open Warfare,DS,2006.0,0.08,64.0,70.0
5774,Gadget Racers,PS2,2000.0,0.08,67.0,74.0
