,console,date,metascore,name,tot_sale,userscore
6529,XB,2002,88.0,TimeSplitters 2,0.64,77.0
6530,XB,2005,79.0,NBA Live 06,0.64,64.0
6531,XB,2005,84.0,Tom Clancy's Ghost Recon 2: Summit Strike,0.39,72.0
6532,XB,2003,48.0,AMF Bowling 2004,0.3,44.0
6533,XB,2003,71.0,IndyCar Series,0.05,78.0
6534,XB,2004,83.0,James Bond 007: Everything or Nothing,0.64,74.0
6535,XB,0,87.0,Metal Gear Solid 2: Substance,0.62,85.0
6536,XB,2003,89.0,Tiger Woods PGA Tour 2004,0.62,82.0
6537,XB,2003,81.0,NHL Hitz Pro,0.07,88.0
6538,XB,2005,88.0,Fight Night Round 2,0.6,88.0
6539,XB,0,81.0,Star Wars Jedi Knight II: Jedi Outcast,0.31,68.0
6540,XB,2002,80.0,Sega Soccer Slam,0.05,85.0
6541,XB,2005,66.0,Dynasty Warriors 5,0.05,80.0
6542,XB,2005,76.0,The Suffering: Ties That Bind,0.09,91.0
6543,XB,2004,74.0,Midway Arcade Treasures 2,0.31,74.0
6544,XB,2004,67.0,Worms Forts: Under Siege,0.07,80.0
6545,XB,2005,77.0,Tony Hawk's American Wasteland,0.62,77.0
6546,XB,2005,90.0,Half-Life 2,0.61,86.0
6547,XB,2004,74.0,UEFA Euro 2004: Portugal,0.05,81.0
6548,XB,2002,32.0,Bruce Lee: Quest of the Dragon,0.31,24.0
6549,XB,2003,71.0,NFL Blitz Pro,0.05,66.0
6550,XB,2003,76.0,Midtown Madness 3,0.3,83.0
6551,XB,2005,75.0,Dance Dance Revolution Ultramix 3,0.38,86.0
6552,XB,2002,79.0,Hunter: The Reckoning,0.38,89.0
6553,XB,2003,80.0,Wakeboarding Unleashed Featuring Shaun Murray,0.05,88.0
6554,XB,2002,78.0,Crimson Sea,0.09,82.0
6555,XB,2002,72.0,NFL Fever 2003,0.61,86.0
6556,XB,2003,84.0,Max Payne 2: The Fall of Max Payne,0.64,84.0
6557,XB,2004,49.0,The Dukes of Hazzard: Return of the General Lee,0.08,70.0
6558,XB,2002,72.0,Outlaw Golf,0.29,69.0
6559,XB,2005,71.0,Shrek SuperSlam,0.09,93.0
6560,XB,2005,89.0,Jade Empire,0.7,86.0
6561,XB,2001,58.0,Star Wars: Obi-Wan,0.7,59.0
6562,XB,0,85.0,Unreal Championship 2: The Liandri Conflict,0.28,82.0
6563,XB,2003,68.0,Kung Fu Chaos,0.28,85.0
6564,XB,2005,30.0,Crime Life: Gang Wars,0.05,34.0
6565,XB,2005,75.0,Rugby 2005,0.05,77.0
6566,XB,2005,81.0,Tiger Woods PGA Tour 06,0.48,51.0
6567,XB,2005,89.0,Halo 2 Multiplayer Map Pack,0.69,74.0
6568,XB,2004,58.0,Trivial Pursuit unhinged,0.09,80.0
6569,XB,2004,80.0,NCAA March Madness 2005,0.28,78.0
6570,XB,2005,77.0,Doom 3: Resurrection of Evil,0.71,79.0
6571,XB,2005,94.0,Ninja Gaiden Black,0.09,87.0
6572,XB,2001,84.0,Silent Hill 2: Restless Dreams,0.28,83.0
6573,XB,2004,84.0,Fatal Frame II: Crimson Butterfly Director's Cut,0.05,83.0
6574,XB,2002,92.0,Madden NFL 2003,0.71,83.0
6575,XB,2002,79.0,The Lord of the Rings: The Two Towers,0.71,81.0
6576,XB,2004,83.0,Colin McRae Rally 2005,0.05,75.0
6577,XB,2002,90.0,NCAA Football 2003,0.52,82.0
6578,XB,2005,58.0,Marvel Nemesis: Rise of the Imperfects,0.28,75.0
6579,XB,2003,69.0,Jurassic Park: Operation Genesis,0.07,88.0
6580,XB,2002,58.0,Street Hoops,0.28,80.0
6581,XB,2002,74.0,Phantom Crash,0.05,83.0
6582,XB,2005,88.0,Brothers In Arms: Road to Hill 30,0.66,80.0
6583,XB,2003,56.0,World Racing,0.07,81.0
6584,XB,2005,72.0,Area 51,0.29,81.0
6585,XB,2004,81.0,NFL Street,0.66,88.0
6586,XB,2007,76.0,Madden NFL 08,0.29,60.0
6587,XB,2003,65.0,Pirates of the Caribbean,0.29,74.0
6588,XB,2004,64.0,Alias,0.05,60.0
6589,XB,2005,78.0,Star Wars: Republic Commando,0.67,89.0
6590,XB,2003,71.0,Arx Fatalis,0.05,82.0
6591,XB,2003,92.0,SSX 3,0.39,87.0
6592,XB,2003,84.0,Return to Castle Wolfenstein: Tides of War,0.67,88.0
6593,XB,2006,69.0,Driver: Parallel Lines,0.07,46.0
6594,XB,2004,85.0,Fight Night 2004,0.68,87.0
6595,XB,2005,80.0,FIFA Soccer 06,0.68,75.0
6596,XB,2004,89.0,NCAA Football 2005,0.68,80.0
6597,XB,2003,80.0,Links 2004,0.29,90.0
6598,XB,2005,85.0,The Warriors,0.28,82.0
6599,XB,2003,89.0,NBA Street Vol. 2,0.68,88.0
6600,XB,2005,85.0,Brothers In Arms: Earned in Blood,0.31,86.0
6601,XB,2003,65.0,Gladiator: Sword of Vengeance,0.05,71.0
6602,XB,2003,60.0,Speed Kings,0.05,88.0
6603,XB,2004,80.0,Karaoke Revolution,0.09,85.0
6604,XB,2005,72.0,Serious Sam II,0.06,67.0
6605,XB,2001,83.0,F1 2001,0.06,55.0
6606,XB,2004,74.0,Red Dead Revolver,0.55,85.0
6607,XB,2002,68.0,Turok: Evolution,0.55,67.0
6608,XB,2006,69.0,Blazing Angels: Squadrons of WWII,0.08,68.0
6609,XB,2004,72.0,Shrek 2,0.55,84.0
6610,XB,2002,93.0,Tony Hawk's Pro Skater 3,0.55,84.0
6611,XB,2002,68.0,WWF Raw,0.55,66.0
6612,XB,2004,74.0,The SpongeBob SquarePants Movie,0.54,85.0
6613,XB,2006,83.0,Fight Night Round 3,0.33,90.0
6614,XB,2006,63.0,FIFA Street 2,0.08,71.0
6615,XB,2002,77.0,Harry Potter and the Chamber of Secrets,0.36,72.0
6616,XB,2003,69.0,Worms 3D,0.06,84.0
6617,XB,2005,81.0,Major League Baseball 2K5,0.56,82.0
6618,XB,2002,71.0,Blinx: The Time Sweeper,0.56,80.0
6619,XB,2003,64.0,Aliens versus Predator: Extinction,0.08,77.0
6620,XB,2006,71.0,Major League Baseball 2K6,0.33,57.0
6621,XB,2003,68.0,WWE Raw 2,0.56,73.0
6622,XB,2006,88.0,NCAA Football 07,0.56,69.0
6623,XB,2003,84.0,Deus Ex: Invisible War,0.33,76.0
6624,XB,2003,82.0,Dance Dance Revolution Ultramix,0.54,88.0
6625,XB,2004,66.0,Terminator 3: The Redemption,0.06,86.0
6626,XB,2005,32.0,Land of the Dead: Road to Fiddler's Green,0.06,58.0
6627,XB,2003,54.0,The Italian Job,0.08,58.0
6628,XB,2002,59.0,The Lord of the Rings: The Fellowship of the Ring,0.53,66.0
6629,XB,2005,72.0,Medal of Honor: European Assault,0.53,70.0
6630,XB,2003,85.0,NBA Live 2004,0.51,82.0
6631,XB,2005,89.0,Burnout Revenge,0.53,84.0
6632,XB,2005,82.0,Peter Jackson's King Kong: The Official Game of the Movie,0.53,85.0
6633,XB,2004,78.0,Hitman: Contracts,0.34,88.0
6634,XB,2004,70.0,The Urbz: Sims in the City,0.34,65.0
6635,XB,2004,78.0,Blitz: The League,0.53,77.0
6636,XB,2001,49.0,Shrek,0.36,54.0
6637,XB,2006,75.0,MVP 06 NCAA Baseball,0.34,86.0
6638,XB,2005,71.0,Cold Fear,0.06,76.0
6639,XB,2005,61.0,Delta Force: Black Hawk Down,0.34,66.0
6640,XB,2005,77.0,Call of Cthulhu: Dark Corners of the Earth,0.06,81.0
6641,XB,2006,66.0,Tom Clancy's Ghost Recon Advanced Warfighter,0.33,60.0
6642,XB,2004,74.0,Greg Hastings' Tournament Paintball,0.54,92.0
6643,XB,2003,69.0,Hulk,0.33,77.0
6644,XB,0,84.0,Def Jam: Fight for NY,0.54,85.0
6645,XB,2004,69.0,Tron 2.0: Killer App,0.06,43.0
6646,XB,2005,60.0,True Crime: New York City,0.28,78.0
6647,XB,2005,80.0,Battlefield 2: Modern Combat,0.56,82.0
6648,XB,2003,91.0,ESPN NFL Football,0.36,89.0
6649,XB,2005,85.0,Prince of Persia: The Two Thrones,0.58,84.0
6650,XB,2004,81.0,Kingdom Under Fire: The Crusaders,0.32,79.0
6651,XB,2002,80.0,Shenmue II,0.32,93.0
6652,XB,2005,63.0,World Poker Tour,0.06,78.0
6653,XB,0,54.0,Tom Clancy's Rainbow Six: Critical Hour,0.06,36.0
6654,XB,2006,69.0,NBA Live 07,0.06,68.0
6655,XB,2003,70.0,Crash Nitro Kart,0.31,89.0
6656,XB,2005,65.0,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,0.09,73.0
6657,XB,0,90.0,Madden NFL 2002,0.58,81.0
6658,XB,2001,32.0,Kabuki Warriors,0.06,25.0
6659,XB,2002,72.0,NBA Inside Drive 2003,0.31,78.0
6660,XB,2003,73.0,Dead or Alive Xtreme Beach Volleyball,0.59,78.0
6661,XB,2005,51.0,187: Ride or Die,0.06,69.0
6662,XB,2004,62.0,Wings of War,0.06,50.0
6663,XB,2004,90.0,MVP Baseball 2004,0.59,85.0
6664,XB,2005,73.0,The Matrix: Path of Neo,0.31,73.0
6665,XB,2005,78.0,Mortal Kombat: Shaolin Monks,0.31,66.0
6666,XB,2003,68.0,RoadKill,0.08,74.0
6667,XB,2004,72.0,Forgotten Realms: Demon Stone,0.09,65.0
6668,XB,2003,74.0,NFL Fever 2004,0.32,88.0
6669,XB,2004,83.0,Dead or Alive Ultimate,0.5,87.0
6670,XB,2005,85.0,Far Cry Instincts,0.57,57.0
6671,XB,2004,81.0,MechAssault 2: Lone Wolf,0.36,75.0
6672,XB,2005,89.0,NBA Street V3,0.32,89.0
6673,XB,2003,83.0,High Heat Major League Baseball 2004,0.08,84.0
6674,XB,2003,72.0,Sega GT Online,0.08,92.0
6675,XB,2003,81.0,The Sims: Bustin' Out,0.56,89.0
6676,XB,2002,85.0,Aggressive Inline,0.06,77.0
6677,XB,2002,77.0,Fatal Frame,0.06,86.0
6678,XB,2002,87.0,RalliSport Challenge,0.57,83.0
6679,XB,2004,45.0,Catwoman,0.06,46.0
6680,XB,2007,82.0,NCAA Football 08,0.08,81.0
6681,XB,2003,70.0,SpongeBob SquarePants: Battle for Bikini Bottom,0.57,89.0
6682,XB,2005,84.0,NBA 2K6,0.36,87.0
6683,XB,2002,74.0,Wreckless: ThE YaKuza MisSiOns,0.57,52.0
6684,XB,2003,86.0,Midnight Club II,0.5,76.0
6685,XB,2005,60.0,Constantine,0.06,71.0
6686,XB,2001,71.0,Blood Wake,0.57,75.0
6687,XB,0,82.0,NBA Live 2003,0.36,88.0
6688,XB,2003,49.0,Bionicle,0.06,15.0
6689,XB,2002,87.0,NBA 2K3,0.32,79.0
6690,XB,2004,82.0,NBA Ballers,0.51,81.0
6691,XB,2003,65.0,Tao Feng: Fist of the Lotus,0.27,65.0
6692,XB,2002,72.0,The House of The Dead III,0.39,73.0
6693,XB,2005,77.0,Ultimate Spider-Man,0.39,74.0
6694,XB,2004,71.0,Samurai Warriors,0.07,90.0
6695,XB,2003,53.0,Corvette,0.24,86.0
6696,XB,2004,85.0,NBA Live 2005,0.9,76.0
6697,XB,2004,82.0,X-Men Legends,0.9,85.0
6698,XB,2006,52.0,The Da Vinci Code,0.04,28.0
6699,XB,2004,68.0,Pure Pinball,0.04,85.0
6700,XB,2002,71.0,James Bond 007: Agent Under Fire,0.9,75.0
6701,XB,2003,73.0,Sonic Heroes,0.9,76.0
6702,XB,2005,62.0,Conflict: Global Terror,0.1,79.0
6703,XB,2003,88.0,Burnout 2: Point of Impact,0.24,51.0
6704,XB,2003,59.0,Harry Potter and the Sorcerer's Stone,0.07,60.0
6705,XB,2003,75.0,Kill.Switch,0.24,80.0
6706,XB,2004,75.0,Sonic Mega Collection Plus,0.91,79.0
6707,XB,2001,52.0,Azurik: Rise of Perathia,0.24,85.0
6708,XB,2006,73.0,Dreamfall: The Longest Journey,0.04,88.0
6709,XB,2005,89.0,World Soccer Winning Eleven 9,0.44,79.0
6710,XB,2002,67.0,Commandos 2: Men of Courage,0.07,84.0
6711,XB,2005,84.0,X-Men Legends II: Rise of Apocalypse,0.44,87.0
6712,XB,2006,53.0,X-Men: The Official Game,0.1,81.0
6713,XB,2002,83.0,Genma Onimusha,0.24,86.0
6714,XB,2003,84.0,The Sims,0.42,69.0
6715,XB,2004,88.0,ESPN NHL 2K5,0.42,85.0
6716,XB,2003,74.0,XIII,0.25,83.0
6717,XB,2004,88.0,Tiger Woods PGA Tour 2005,0.85,89.0
6718,XB,2004,41.0,Star Trek: Shattered Universe,0.04,40.0
6719,XB,2005,75.0,The Sims 2,0.25,71.0
6720,XB,2004,75.0,The Bard's Tale,0.1,88.0
6721,XB,2002,71.0,Test Drive,0.42,87.0
6722,XB,2002,65.0,Conflict: Desert Storm,0.87,81.0
6723,XB,2002,80.0,Kelly Slater's Pro Surfer,0.1,80.0
6724,XB,2001,79.0,NHL Hitz 20-02,0.27,87.0
6725,XB,2003,81.0,Tom Clancy's Ghost Recon: Island Thunder,0.87,88.0
6726,XB,2005,66.0,Shattered Union,0.04,69.0
6727,XB,0,22.0,Drake of the 99 Dragons,0.07,18.0
6728,XB,2005,56.0,WWE WrestleMania 21,0.45,69.0
6729,XB,2003,88.0,Crimson Skies: High Road to Revenge,0.87,88.0
6730,XB,2004,47.0,The Guy Game,0.07,54.0
6731,XB,2005,69.0,Worms 4: Mayhem,0.04,92.0
6732,XB,2005,70.0,Still Life,0.07,82.0
6733,XB,2005,50.0,Big Mutha Truckers 2,0.07,34.0
6734,XB,2003,75.0,I-Ninja,0.07,84.0
6735,XB,2003,80.0,Capcom vs. SNK 2 EO,0.1,87.0
6736,XB,2005,51.0,Dragon Ball Z: Sagas,0.24,61.0
6737,XB,2004,75.0,Second Sight,0.07,80.0
6738,XB,2004,63.0,Hot Wheels: Stunt Track Challenge,0.1,62.0
6739,XB,2005,70.0,Pariah,0.1,74.0
6740,XB,2003,55.0,RLH: Run Like Hell,0.04,80.0
6741,XB,2004,66.0,Obscure,0.04,84.0
6742,XB,2004,81.0,MX Unleashed,0.44,93.0
6743,XB,2003,70.0,Vexx,0.1,85.0
6744,XB,2005,84.0,The Incredible Hulk: Ultimate Destruction,0.23,80.0
6745,XB,2003,66.0,UFC: Tapout 2,0.1,73.0
6746,XB,2001,88.0,SSX Tricky,0.43,85.0
6747,XB,2004,66.0,Mafia,0.23,77.0
6748,XB,2002,78.0,Star Wars: Jedi Starfighter,0.44,52.0
6749,XB,2006,68.0,Painkiller: Hell Wars,0.04,74.0
6750,XB,2006,83.0,Madden NFL 07,1.02,87.0
6751,XB,2005,54.0,Dead to Rights II,0.11,74.0
6752,XB,2003,82.0,Freedom Fighters,0.23,82.0
6753,XB,2003,61.0,Soldier of Fortune II: Double Helix,0.23,65.0
6754,XB,2002,67.0,RedCard 20-03,0.03,90.0
6755,XB,2005,44.0,Combat: Task Force 121,0.07,85.0
6756,XB,2002,47.0,James Cameron's Dark Angel,0.07,83.0
6757,XB,2006,84.0,TOCA Race Driver 3,0.03,80.0
6758,XB,2004,76.0,Metal Slug 3,0.1,51.0
6759,XB,2005,79.0,NHL 06,0.25,84.0
6760,XB,2003,92.0,SoulCalibur II,1.0,89.0
6761,XB,2002,85.0,World Series Baseball,0.23,88.0
6762,XB,2005,60.0,FIFA Street,0.1,80.0
6763,XB,2003,80.0,Pro Race Driver,0.04,75.0
6764,XB,2004,84.0,Colin McRae Rally 04,0.1,81.0
6765,XB,2002,88.0,Tiger Woods PGA Tour 2003,0.44,85.0
6766,XB,2005,50.0,50 Cent: Bulletproof,0.44,59.0
6767,XB,2002,90.0,Tony Hawk's Pro Skater 4,0.93,85.0
6768,XB,2003,92.0,Prince of Persia: The Sands of Time,0.94,78.0
6769,XB,2001,59.0,4x4 EVO 2,0.24,62.0
6770,XB,2006,85.0,LEGO Star Wars II: The Original Trilogy,0.44,86.0
6771,XB,2004,85.0,ESPN NBA 2K5,0.95,87.0
6772,XB,2003,88.0,NCAA Football 2004,0.43,88.0
6773,XB,2002,81.0,Mortal Kombat: Deadly Alliance,0.96,84.0
6774,XB,2006,77.0,FIFA World Cup Germany 2006,0.24,84.0
6775,XB,2003,72.0,Syberia,0.1,70.0
6776,XB,2004,81.0,FIFA Soccer 2005,0.97,87.0
6777,XB,2005,87.0,NCAA Football 06,0.97,83.0
6778,XB,2003,85.0,NASCAR Thunder 2004,0.23,91.0
6779,XB,2002,79.0,Buffy the Vampire Slayer,0.23,91.0
6780,XB,2005,68.0,Harry Potter and the Goblet of Fire,0.23,58.0
6781,XB,2000,79.0,NFL Fever 2002,0.99,85.0
6782,XB,2004,69.0,Silent Scope Complete,0.1,74.0
6783,XB,2005,70.0,America's Army: Rise of a Soldier,0.25,74.0
6784,XB,2005,84.0,Indigo Prophecy,0.1,77.0
6785,XB,2005,62.0,Fantastic 4,0.27,66.0
6786,XB,2002,54.0,Minority Report: Everybody Runs,0.1,50.0
6787,XB,2004,81.0,Mortal Kombat: Deception,0.76,88.0
6788,XB,2005,80.0,MX vs. ATV Unleashed,0.4,83.0
6789,XB,2004,57.0,Vietcong: Purple Haze,0.08,84.0
6790,XB,2004,56.0,Driv3r,0.76,47.0
6791,XB,2002,78.0,Knockout Kings 2002,0.27,79.0
6792,XB,2003,58.0,Futurama,0.05,69.0
6793,XB,2002,83.0,Steel Battalion,0.1,85.0
6794,XB,2003,87.0,ESPN NBA Basketball,0.27,82.0
6795,XB,2005,64.0,Operation Flashpoint: Elite,0.04,83.0
6796,XB,2006,74.0,Need for Speed Carbon,0.47,74.0
6797,XB,2002,70.0,Dynasty Warriors 3,0.08,89.0
6798,XB,2003,87.0,MotoGP 2,0.1,85.0
6799,XB,2004,79.0,MTV Music Generator 3: This Is the Remix,0.08,54.0
6800,XB,2002,90.0,Panzer Dragoon Orta,0.26,85.0
6801,XB,2004,73.0,Men of Valor,0.25,80.0
6802,XB,2003,82.0,FIFA Soccer 2004,0.79,82.0
6803,XB,2003,70.0,Yager,0.05,93.0
6804,XB,2005,61.0,Playboy: The Mansion,0.09,41.0
6805,XB,2002,46.0,Kakuto Chojin,0.05,72.0
6806,XB,2002,84.0,MotoGP,0.09,84.0
6807,XB,2002,73.0,Dead to Rights,0.72,89.0
6808,XB,2005,71.0,Raze's Hell,0.05,81.0
6809,XB,2004,84.0,Full Spectrum Warrior,0.73,87.0
6810,XB,2002,46.0,NightCaster II: Equinox,0.05,70.0
6811,XB,2001,80.0,Oddworld: Munch's Oddysee,0.73,87.0
6812,XB,2005,60.0,The Bible Game,0.05,27.0
6813,XB,2004,87.0,RalliSport Challenge 2,0.27,91.0
6814,XB,2001,76.0,NBA Live 2002,0.4,75.0
6815,XB,2004,65.0,Crash 'N' Burn,0.09,64.0
6816,XB,2002,83.0,Unreal Championship,0.74,82.0
6817,XB,2005,84.0,Midnight Club 3: DUB Edition,0.74,74.0
6818,XB,2001,89.0,NHL 2002,0.27,88.0
6819,XB,2004,83.0,Tony Hawk's Underground 2,0.75,78.0
6820,XB,2004,69.0,Wrath Unleashed,0.05,70.0
6821,XB,2005,79.0,NASCAR 06: Total Team Control,0.27,59.0
6822,XB,2006,73.0,FlatOut 2,0.04,73.0
6823,XB,2006,78.0,Far Cry Instincts Evolution,0.08,63.0
6824,XB,2005,74.0,Tom Clancy's Rainbow Six: Lockdown,0.41,66.0
6825,XB,2001,78.0,Amped: Freestyle Snowboarding,0.82,90.0
6826,XB,2003,89.0,Top Spin,0.46,82.0
6827,XB,2005,66.0,Outlaw Tennis,0.04,77.0
6828,XB,0,89.0,The Chronicles of Riddick: Escape from Butcher Bay,0.45,89.0
6829,XB,2004,77.0,Baldur's Gate: Dark Alliance II,0.26,79.0
6830,XB,2002,75.0,Need for Speed: Hot Pursuit 2,0.82,64.0
6831,XB,2006,72.0,NASCAR 07,0.04,70.0
6832,XB,2003,77.0,Secret Weapons Over Normandy,0.25,88.0
6833,XB,2002,79.0,All-Star Baseball 2003,0.26,81.0
6834,XB,2005,46.0,Predator: Concrete Jungle,0.1,80.0
6835,XB,2003,61.0,Bloody Roar Extreme,0.04,86.0
6836,XB,2003,80.0,Amped 2,0.25,77.0
6837,XB,2003,76.0,Star Wars Jedi Knight: Jedi Academy,0.45,87.0
6838,XB,2005,82.0,College Hoops 2K6,0.1,92.0
6839,XB,2003,77.0,Brute Force,0.83,78.0
6840,XB,2006,77.0,Black,0.42,80.0
6841,XB,2002,28.0,Sneakers,0.1,46.0
6842,XB,2004,78.0,Dance Dance Revolution Ultramix 2,0.42,71.0
6843,XB,2002,78.0,James Bond 007: Nightfire,0.82,78.0
6844,XB,2004,67.0,Rocky: Legends,0.1,52.0
6845,XB,2005,79.0,Gun,0.52,78.0
6846,XB,2005,88.0,Oddworld: Stranger's Wrath,0.26,91.0
6847,XB,2003,75.0,Rayman 3: Hoodlum Havoc,0.07,79.0
6848,XB,2003,77.0,Outlaw Volleyball,0.26,84.0
6849,XB,2003,74.0,Dai Senryaku VII: Modern Military Tactics,0.04,88.0
6850,XB,2004,73.0,Pitfall: The Lost Expedition,0.07,78.0
6851,XB,2004,83.0,Prince of Persia: Warrior Within,0.8,75.0
6852,XOne,2014,79.0,Pro Evolution Soccer 2015,0.14,73.0
6853,XOne,2014,81.0,Call of Duty: Advanced Warfare,5.27,54.0
6854,XOne,2016,71.0,Battleborn,0.15,72.0
6855,XOne,2016,87.0,Dark Souls III,0.39,86.0
6856,XOne,2014,85.0,Halo: The Master Chief Collection,3.23,72.0
6857,XOne,2016,75.0,Worms: WMD,0.01,81.0
6858,XOne,2016,85.0,Life is Strange,0.13,87.0
6859,XOne,2016,76.0,EA Sports UFC 2,0.41,60.0
6860,XOne,2016,74.0,Prison Architect,0.01,67.0
6861,XOne,2016,84.0,BioShock The Collection,0.16,83.0
6862,XOne,2014,72.0,Assassin's Creed: Unity,3.5,41.0
6863,XOne,2016,63.0,Assetto Corsa,0.02,67.0
6864,XOne,2015,84.0,Halo 5: Guardians,4.48,64.0
6865,XOne,2013,53.0,Angry Birds Star Wars,0.16,69.0
6866,XOne,2014,70.0,EA Sports UFC,0.47,63.0
6867,XOne,2014,59.0,NHL 15,0.41,32.0
6868,XOne,2015,79.0,Rock Band 4,0.47,64.0
6869,XOne,2014,78.0,Alien: Isolation,0.51,78.0
6870,XOne,2015,80.0,Borderlands: The Handsome Collection,0.43,78.0
6871,XOne,2015,75.0,Wolfenstein: The Old Blood,0.15,80.0
6872,XOne,2014,74.0,Lego Batman 3: Beyond Gotham,0.43,71.0
6873,XOne,2014,77.0,Fantasia: Music Evolved,0.15,75.0
6874,XOne,2015,65.0,Saints Row: Gat out of Hell,0.01,60.0
6875,XOne,2016,56.0,Prototype: Biohazard Bundle,0.01,31.0
6876,XOne,2016,83.0,Watch Dogs 2,0.36,77.0
6877,XOne,2013,71.0,Just Dance 2014,0.45,70.0
6878,XOne,2016,80.0,Darksiders: Warmastered Edition,0.01,79.0
6879,XOne,2014,75.0,Destiny,3.37,55.0
6880,XOne,2014,97.0,Grand Theft Auto V,5.48,79.0
6881,XOne,2016,80.0,Plants vs. Zombies: Garden Warfare 2,0.48,81.0
6882,XOne,2015,88.0,Fallout 4,4.22,62.0
6883,XOne,2015,80.0,LEGO Dimensions,0.41,69.0
6884,XOne,2016,74.0,Assassin's Creed The Ezio Collection,0.08,76.0
6885,XOne,2016,49.0,Homefront: The Revolution,0.14,41.0
6886,XOne,2015,82.0,Gears of War: Ultimate Edition,3.28,75.0
6887,XOne,2014,58.0,Dynasty Warriors 8: Empires,0.07,68.0
6888,XOne,2016,53.0,Goat Simulator,0.01,63.0
6889,XOne,2015,84.0,FIFA 16,3.25,44.0
6890,XOne,2016,63.0,Sébastien Loeb Rally Evo,0.01,82.0
6891,XOne,2016,63.0,ReCore,0.15,66.0
6892,XOne,2016,66.0,Agatha Christie's The ABC Murders,0.01,75.0
6893,XOne,2015,80.0,NHL 16,0.48,60.0
6894,XOne,2016,67.0,Dead Island Definitive Collection,0.05,49.0
6895,XOne,2016,76.0,TrackMania Turbo,0.06,77.0
6896,XOne,2015,77.0,The Elder Scrolls Online,1.28,84.0
6897,XOne,2015,74.0,Dying Light,1.29,78.0
6898,XOne,2015,78.0,Assassin's Creed Syndicate,1.3,61.0
6899,XOne,2013,36.0,NBA Live 14,0.2,31.0
6900,XOne,2015,91.0,The Witcher 3: Wild Hunt,1.31,92.0
6901,XOne,2016,73.0,Dragon Ball: Xenoverse 2,0.2,73.0
6902,XOne,2015,81.0,Brothers: A Tale of Two Sons,0.04,89.0
6903,XOne,2015,74.0,Tom Clancy's Rainbow Six: Siege,1.34,69.0
6904,XOne,2013,73.0,Madden NFL 25,0.81,59.0
6905,XOne,2016,84.0,Gears of War 4,1.35,62.0
6906,XOne,2014,87.0,Middle-Earth: Shadow of Mordor,1.35,80.0
6907,XOne,2015,81.0,Project CARS,0.26,58.0
6908,XOne,2015,75.0,Resident Evil: Revelations 2,0.1,75.0
6909,XOne,2016,68.0,WWE 2K17,0.26,55.0
6910,XOne,2015,84.0,Rare Replay,0.79,77.0
6911,XOne,2015,86.0,Rise of the Tomb Raider,1.38,80.0
6912,XOne,2015,86.0,Mortal Kombat X,1.38,73.0
6913,XOne,2016,68.0,The Technomancer,0.03,74.0
6914,XOne,2013,60.0,Ryse: Son of Rome,1.38,61.0
6915,XOne,2014,86.0,Forza Horizon 2,1.4,82.0
6916,XOne,2016,63.0,Resident Evil 6,0.05,63.0
6917,XOne,2016,78.0,Skylanders Imaginators,0.1,60.0
6918,XOne,2015,95.0,Metal Gear Solid V: The Phantom Pain,0.75,73.0
6919,XOne,2014,69.0,LEGO The Hobbit,0.27,68.0
6920,XOne,2015,60.0,Rory McIlroy PGA Tour,0.27,43.0
6921,XOne,2015,85.0,Batman: Arkham Knight,1.49,66.0
6922,XOne,2016,55.0,Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.04,60.0
6923,XOne,2014,84.0,Terraria,0.04,77.0
6924,XOne,2016,83.0,Madden NFL 17,1.23,59.0
6925,XOne,2015,64.0,F1 2015,0.25,53.0
6926,XOne,2015,85.0,Pro Evolution Soccer 2016,0.11,62.0
6927,XOne,2016,90.0,NBA 2K17,1.02,62.0
6928,XOne,2016,88.0,Dishonored 2,0.22,68.0
6929,XOne,2014,71.0,Lords of the Fallen,0.22,67.0
6930,XOne,2015,62.0,Zombie Army Trilogy,0.11,72.0
6931,XOne,2016,91.0,Overwatch,1.06,56.0
6932,XOne,2016,75.0,Just Dance 2017,0.04,80.0
6933,XOne,2015,60.0,NBA Live 16,0.11,56.0
6934,XOne,2016,91.0,Forza Horizon 3,1.08,74.0
6935,XOne,2016,77.0,Batman: Return to Arkham,0.11,82.0
6936,XOne,2016,87.0,Rocket League,0.24,83.0
6937,XOne,2014,85.0,Dragon Age: Inquisition,0.93,69.0
6938,XOne,2013,73.0,Zumba Fitness: World Party,0.24,62.0
6939,XOne,2015,54.0,Ride,0.1,53.0
6940,XOne,2016,77.0,NHL 17,0.24,40.0
6941,XOne,2014,81.0,Sunset Overdrive,1.14,77.0
6942,XOne,2013,86.0,NBA 2K14,0.91,57.0
6943,XOne,2013,88.0,FIFA 14,1.16,58.0
6944,XOne,2014,64.0,The Golf Club,0.03,54.0
6945,XOne,2015,71.0,Just Cause 3,0.9,70.0
6946,XOne,2015,89.0,Destiny: The Taken King,1.19,52.0
6947,XOne,2015,71.0,Battlefield: Hardline,1.21,51.0
6948,XOne,2015,76.0,Skylanders: SuperChargers,0.24,55.0
6949,XOne,2014,80.0,Trials Fusion,0.24,71.0
6950,XOne,2014,53.0,NBA Live 15,0.21,68.0
6951,XOne,2016,74.0,Valentino Rossi: The Game,0.03,81.0
