,console,date,metascore,name,tot_sale,userscore
412,DS,2009,82.0,Space Invaders Extreme 2,0.19,71.0
413,DS,2008,67.0,Rhapsody: A Musical Adventure,0.05,68.0
414,DS,2008,66.0,Tecmo Bowl: Kickoff,0.11,73.0
415,DS,2010,78.0,Mega Man Zero Collection,0.31,89.0
416,DS,2009,48.0,Harry Potter and the Half-Blood Prince,0.61,43.0
417,DS,2009,61.0,Mini Ninjas,0.34,58.0
418,DS,2009,49.0,Spore Hero Arena,0.19,26.0
419,DS,2007,80.0,Dragon Quest IV: Chapters of the Chosen,1.62,79.0
420,DS,2009,58.0,Aliens in the Attic,0.05,60.0
421,DS,2006,76.0,Mario vs. Donkey Kong 2: March of the Minis,1.19,79.0
422,DS,2006,69.0,Mario Hoops 3 on 3,1.6,80.0
423,DS,2006,76.0,Tony Hawk's Downhill Jam,0.22,70.0
424,DS,2006,80.0,Age of Empires: The Age of Kings,0.22,79.0
425,DS,2008,73.0,Luminous Arc 2,0.22,77.0
426,DS,2008,81.0,Fire Emblem: Shadow Dragon,0.61,70.0
427,DS,2007,72.0,Front Mission,0.04,89.0
428,DS,2008,85.0,Space Invaders Extreme,0.15,76.0
429,DS,2004,73.0,Polarium,0.26,84.0
430,DS,2005,61.0,LifeSigns: Surgical Unit,0.01,78.0
431,DS,2005,79.0,Metroid Prime Pinball,0.25,79.0
432,DS,2006,56.0,Naruto: Ninja Council 3,0.42,65.0
433,DS,2007,84.0,Professor Layton and the Diabolical Box,3.94,88.0
434,DS,2007,83.0,Picross DS,0.5,87.0
435,DS,2008,80.0,Ninjatown,0.13,83.0
436,DS,2008,63.0,My Weight Loss Coach,0.95,76.0
437,DS,2008,55.0,Insecticide,0.06,70.0
438,DS,2007,59.0,Flash Focus: Vision Training in Minutes a Day,3.83,40.0
439,DS,2006,73.0,Contact,0.1,82.0
440,DS,2006,71.0,Over the Hedge,0.27,64.0
441,DS,2005,75.0,Bomberman,0.15,70.0
442,DS,2010,57.0,Prince of Persia: The Forgotten Sands,0.15,63.0
443,DS,2007,67.0,MySims,3.66,73.0
444,DS,2004,68.0,Madden NFL 2005,0.26,77.0
445,DS,2007,82.0,Bleach: Dark Souls,0.15,79.0
446,DS,2009,41.0,IL-2 Sturmovik: Birds of Prey,0.06,24.0
447,DS,2005,89.0,Castlevania: Dawn of Sorrow,0.43,85.0
448,DS,2005,65.0,Need for Speed Underground 2,0.13,70.0
449,DS,2009,64.0,Puzzle Kingdoms,0.13,63.0
450,DS,2008,68.0,The Wizard of Oz: Beyond The Yellow Brick Road,0.15,60.0
451,DS,2009,83.0,Picross 3D,0.49,84.0
452,DS,2004,61.0,Spider-Man 2,0.49,50.0
453,DS,2008,64.0,Prince of Persia: The Fallen King,0.07,60.0
454,DS,2005,71.0,Pac-Pix,0.27,71.0
455,DS,2005,28.0,Peter Jackson's King Kong: The Official Game of the Movie,0.13,32.0
456,DS,2006,71.0,Resident Evil: Deadly Silence,0.26,84.0
457,DS,2008,68.0,Little Red Riding Hood's Zombie BBQ,0.04,73.0
458,DS,2010,82.0,OkamiDen,0.43,79.0
459,DS,2005,39.0,Brain Boost: Beta Wave,0.15,25.0
460,DS,2004,63.0,Ridge Racer DS,0.15,67.0
461,DS,2005,58.0,Rayman DS,0.26,76.0
462,DS,2008,46.0,Nancy Drew: The Mystery of the Clue Bender Society,0.26,36.0
463,DS,2006,63.0,Pirates of the Caribbean: Dead Man's Chest,0.26,86.0
464,DS,2009,80.0,Shin Megami Tensei: Strange Journey,0.28,87.0
465,DS,2009,75.0,Puzzle Quest: Galactrix,0.15,67.0
466,DS,2007,77.0,WordJong,0.15,77.0
467,DS,2005,44.0,Zoo Tycoon DS,0.98,66.0
468,DS,2005,78.0,Ultimate Spider-Man,0.15,77.0
469,DS,2008,86.0,Professor Layton and the Unwound Future,3.26,92.0
470,DS,2005,49.0,Space Invaders Revolution,0.01,52.0
471,DS,2006,33.0,Superman Returns,0.07,49.0
472,DS,2010,80.0,Lufia: Curse of the Sinistrals,0.15,80.0
473,DS,2009,61.0,Marvel Super Hero Squad,0.41,28.0
474,DS,2008,70.0,The Legend of Kage 2,0.07,63.0
475,DS,2007,57.0,"Warhammer 40,000: Squad Command",0.06,79.0
476,DS,2006,76.0,Mega Man ZX,0.28,83.0
477,DS,2007,43.0,Myst,0.1,35.0
478,DS,2006,72.0,Bionicle Heroes,0.06,64.0
479,DS,2009,69.0,Assassin's Creed II: Discovery,0.28,73.0
480,DS,2005,82.0,Sonic Rush,3.12,85.0
481,DS,2008,83.0,Rhythm Heaven,3.11,90.0
482,DS,2009,87.0,The Legend of Zelda: Spirit Tracks,3.31,78.0
483,DS,2008,77.0,Rune Factory 2: A Fantasy Harvest Moon,0.52,79.0
484,DS,2009,70.0,SimAnimals,0.52,75.0
485,DS,2008,77.0,Spider-Man: Web of Shadows,0.1,75.0
486,DS,2007,50.0,Bubble Bobble Double Shot,0.04,48.0
487,DS,2011,79.0,Monster Tale,0.06,80.0
488,DS,2007,70.0,Cooking Mama 2: Dinner With Friends,3.58,80.0
489,DS,2008,56.0,Iron Man,0.51,70.0
490,DS,2006,54.0,Cars,0.97,21.0
491,DS,2008,45.0,Crash: Mind Over Mutant,0.42,58.0
492,DS,2008,75.0,The Legendary Starfy,0.85,84.0
493,DS,2005,66.0,Dragon Ball Z: Supersonic Warriors 2,0.49,76.0
494,DS,2007,78.0,Anno 1701: Dawn of Discovery,0.13,75.0
495,DS,2006,83.0,Clubhouse Games,3.45,84.0
496,DS,2008,74.0,Valkyrie Profile: Covenant of the Plume,0.42,68.0
497,DS,2008,70.0,Spectrobes: Beyond the Portals,0.51,77.0
498,DS,2005,61.0,Disney's Kim Possible: Kimmunicator,0.13,75.0
499,DS,2006,60.0,Touch Detective,0.09,68.0
500,DS,2009,44.0,C.O.R.E.,0.04,69.0
501,DS,2010,64.0,Michael Jackson: The Experience,0.25,66.0
502,DS,2008,71.0,Guitar Hero: On Tour,3.46,88.0
503,DS,2007,51.0,Harry Potter and the Order of the Phoenix,0.84,49.0
504,DS,2005,51.0,Retro Atari Classics,0.13,37.0
505,DS,2009,58.0,Overlord: Minions,0.07,55.0
506,DS,2007,79.0,Spider-Man 3,0.47,65.0
507,DS,2007,72.0,Mario Party DS,8.91,78.0
508,DS,2007,72.0,Brothers In Arms DS,0.04,80.0
509,DS,2009,75.0,Final Fantasy Crystal Chronicles: Echoes of Time,0.47,73.0
510,DS,2009,84.0,Shin Megami Tensei: Devil Survivor,0.26,88.0
511,DS,2006,58.0,Tomb Raider: Legend,0.07,80.0
512,DS,2008,83.0,Pokémon Platinum Version,7.72,85.0
513,DS,2008,75.0,Call of Duty: World at War,0.89,78.0
514,DS,2008,82.0,Etrian Odyssey II: Heroes of Lagaard,0.26,89.0
515,DS,2007,65.0,Operation: Vietnam,0.07,63.0
516,DS,2006,71.0,Digimon World DS,0.1,76.0
517,DS,2007,42.0,TMNT,0.04,22.0
518,DS,2007,19.0,Chicken Shoot,0.14,31.0
519,DS,2008,80.0,Sid Meier's Civilization Revolution,0.44,77.0
520,DS,2007,73.0,Glory Days 2,0.09,73.0
521,DS,2008,76.0,Suikoden Tierkreis,0.26,74.0
522,DS,2005,50.0,Tom Clancy's Splinter Cell: Chaos Theory,0.07,70.0
523,DS,2007,55.0,Hoshigami: Ruining Blue Earth Remix,0.01,79.0
524,DS,2004,70.0,Mr. Driller: Drill Spirits,0.14,89.0
525,DS,2006,83.0,Bleach: The Blade of Fate,0.45,75.0
526,DS,2006,89.0,New Super Mario Bros.,29.8,85.0
527,DS,2005,91.0,Mario Kart DS,23.21,86.0
528,DS,2007,79.0,The New York Times Crosswords,0.45,67.0
529,DS,2008,57.0,The Legend of Spyro: Dawn of the Dragon,0.46,68.0
530,DS,2008,49.0,Digimon World Championship,0.07,65.0
531,DS,2005,77.0,Brain Age: Train Your Brain in Minutes a Day,20.15,79.0
532,DS,2005,35.0,Real Time Conflict: Shogun Empires,0.07,56.0
533,DS,2005,77.0,Brain Age 2: More Training in Minutes a Day,15.29,71.0
534,DS,2008,68.0,Brain Challenge,0.45,70.0
535,DS,2009,80.0,LEGO Rock Band,0.45,75.0
536,DS,2008,59.0,My Japanese Coach,0.27,67.0
537,DS,2005,45.0,Need for Speed: Most Wanted,0.27,61.0
538,DS,2005,86.0,Animal Crossing: Wild World,12.13,87.0
539,DS,2007,46.0,Fish Tycoon,0.26,70.0
540,DS,2010,87.0,America's Test Kitchen: Let's Get Cooking,0.26,56.0
541,DS,2008,70.0,Fossil Fighters,0.89,79.0
542,DS,2006,71.0,FIFA World Cup Germany 2006,0.04,72.0
543,DS,2008,70.0,Metal Slug 7,0.14,74.0
544,DS,2009,65.0,Band Hero,0.43,70.0
545,DS,2007,56.0,Rayman Raving Rabbids,0.14,61.0
546,DS,2007,74.0,Meteos: Disney Magic,0.04,66.0
547,DS,2007,85.0,Professor Layton and the Curious Village,5.19,86.0
548,DS,2008,84.0,FIFA Soccer 09,0.49,61.0
549,DS,2004,64.0,Tiger Woods PGA Tour,0.14,74.0
550,DS,2007,90.0,The Legend of Zelda: Phantom Hourglass,5.08,80.0
551,DS,2008,74.0,Sonic Chronicles: The Dark Brotherhood,0.88,73.0
552,DS,2008,61.0,Star Wars: The Force Unleashed,0.88,55.0
553,DS,2006,56.0,SpongeBob SquarePants: Creature from the Krusty Krab,0.49,73.0
554,DS,2009,61.0,Star Wars Battlefront: Elite Squadron,0.49,50.0
555,DS,2006,39.0,Greg Hastings' Tournament Paintball Max'd,0.04,74.0
556,DS,0,48.0,Alex Rider: Stormbreaker,0.07,61.0
557,DS,2007,80.0,LEGO Star Wars: The Complete Saga,4.76,54.0
558,DS,2005,70.0,The Sims 2,0.93,61.0
559,DS,2007,61.0,Build-A-Bear Workshop,0.93,48.0
560,DS,2010,66.0,Kingdom Hearts Re:coded,0.93,70.0
561,DS,2006,67.0,Cooking Mama,5.63,72.0
562,DS,2009,87.0,Dragon Quest IX: Sentinels of the Starry Skies,5.78,88.0
563,DS,2008,23.0,Homie Rollerz,0.07,24.0
564,DS,2007,61.0,Fullmetal Alchemist: Trading Card Game,0.01,75.0
565,DS,2009,47.0,G.I. Joe: The Rise of Cobra,0.14,75.0
566,DS,2005,74.0,Big Brain Academy,6.62,74.0
567,DS,2008,78.0,Robocalypse,0.07,86.0
568,DS,2006,68.0,Magnetica,0.14,81.0
569,DS,2005,83.0,Dragon Quest Heroes: Rocket Slime,0.44,76.0
570,DS,2008,54.0,"Flower, Sun, and Rain",0.07,71.0
571,DS,2007,82.0,N+,0.07,74.0
572,DS,2006,65.0,Children of Mana,0.48,60.0
573,DS,2009,63.0,Blue Dragon: Awakened Shadow,0.1,66.0
574,DS,2006,57.0,Deep Labyrinth,0.07,88.0
575,DS,2009,70.0,Monster Racers,0.07,90.0
576,DS,2009,72.0,Harvest Moon: Frantic Farming,0.1,68.0
577,DS,2007,73.0,Crash of the Titans,0.48,59.0
578,DS,2007,79.0,Geometry Wars: Galaxies,0.14,79.0
579,DS,2005,81.0,Phoenix Wright: Ace Attorney,0.92,92.0
580,DS,2006,81.0,Personal Trainer: Cooking,3.11,78.0
581,DS,2006,70.0,Madden NFL 07,0.21,65.0
582,DS,2009,55.0,Ghostbusters: The Video Game,0.4,60.0
583,DS,2007,56.0,Surf's Up,0.28,70.0
584,DS,2006,81.0,Yoshi's Island DS,2.76,74.0
585,DS,2006,74.0,Custom Robo Arena,0.16,83.0
586,DS,2005,33.0,Dragon Booster,0.02,70.0
587,DS,2008,75.0,Elebits: The Adventures of Kai and Zero,0.08,83.0
588,DS,2009,53.0,Agatha Christie: The ABC Murders,0.1,65.0
589,DS,2007,57.0,Naruto: Path of the Ninja,0.4,72.0
590,DS,2009,75.0,WWE SmackDown vs. Raw 2010,0.53,83.0
591,DS,2009,57.0,Sherlock Holmes: The Mystery of the Mummy,0.39,31.0
592,DS,2009,77.0,Rune Factory 3: A Fantasy Harvest Moon,0.4,86.0
593,DS,2011,83.0,Kirby: Mass Attack,0.99,86.0
594,DS,2011,76.0,Aliens: Infestation,0.16,82.0
595,DS,2007,72.0,Theme Park,0.06,76.0
596,DS,2007,73.0,Ultimate Mortal Kombat,0.09,86.0
597,DS,2007,41.0,Puzzle de Harvest Moon,0.13,63.0
598,DS,2008,67.0,Teenage Zombies: Invasion of the Alien Brain Thingys,0.04,82.0
599,DS,2007,46.0,InuYasha: Secret of the Divine Jewel,0.09,76.0
600,DS,2009,45.0,Fighting Fantasy: The Warlock of Firetop Mountain,0.09,81.0
601,DS,2010,79.0,Mario vs. Donkey Kong: Mini-Land Mayhem!,2.67,77.0
602,DS,2009,83.0,Professor Layton and the Last Specter,2.67,87.0
603,DS,2007,57.0,Rayman Raving Rabbids 2,0.8,70.0
604,DS,2007,78.0,Hotel Dusk: Room 215,0.54,86.0
605,DS,2006,43.0,FIFA Street 2,0.04,75.0
606,DS,2006,85.0,Castlevania: Portrait of Ruin,0.4,83.0
607,DS,2008,82.0,Viva Pinata: Pocket Paradise,0.55,71.0
608,DS,2010,75.0,Art Academy,2.52,80.0
609,DS,2008,69.0,Magician's Quest: Mysterious Times,0.53,76.0
610,DS,2007,73.0,Summon Night: Twin Age,0.13,72.0
611,DS,2006,78.0,Rune Factory: A Fantasy Harvest Moon,0.53,81.0
612,DS,2009,50.0,Indiana Jones and the Staff of Kings,0.25,68.0
613,DS,2007,61.0,Arkanoid DS,0.06,70.0
614,DS,2004,75.0,Feel the Magic XY/XX,0.29,81.0
615,DS,2007,59.0,Thrillville: Off the Rails,0.04,62.0
616,DS,2008,73.0,Style Savvy,2.58,77.0
617,DS,2007,78.0,Apollo Justice: Ace Attorney,0.99,81.0
618,DS,2007,71.0,Draglade,0.1,75.0
619,DS,2009,78.0,Big Bang Mini,0.06,82.0
620,DS,2012,80.0,Pokemon Conquest,1.02,82.0
621,DS,2007,74.0,Drone Tactics,0.02,74.0
622,DS,2005,66.0,True Swing Golf,0.16,77.0
623,DS,2008,64.0,Time Hollow,0.16,78.0
624,DS,2010,56.0,Harry Potter and the Deathly Hallows - Part 1,0.41,60.0
625,DS,2006,69.0,Mystery Dungeon: Shiren the Wanderer,0.52,82.0
626,DS,2007,72.0,Dementium: The Ward,0.17,79.0
627,DS,2008,67.0,CrossworDS,0.55,68.0
628,DS,2008,59.0,From The Abyss,0.06,80.0
629,DS,2006,68.0,Spider-Man: Battle for New York,0.13,69.0
630,DS,2007,60.0,7 Wonders of the Ancient World,0.13,83.0
631,DS,2008,72.0,LEGO Batman: The Videogame,3.05,80.0
632,DS,2006,63.0,Eragon,0.16,76.0
633,DS,2008,76.0,Kirby Super Star Ultra,2.92,88.0
634,DS,2007,73.0,Puchi Puchi Virus,0.08,42.0
635,DS,2006,76.0,Star Fox Command,0.53,73.0
636,DS,2005,50.0,Spyro: Shadow Legacy,0.16,57.0
637,DS,2005,75.0,Super Princess Peach,1.03,76.0
638,DS,2008,83.0,Bangai-O Spirits,0.08,81.0
639,DS,2006,25.0,Sudoku Mania,0.1,35.0
640,DS,2004,74.0,Zoo Keeper,0.16,75.0
641,GBA,2003,44.0,Buffy the Vampire Slayer: Wrath of the Darkhul King,0.03,86.0
642,GBA,2005,68.0,Sigma Star Saga,0.05,82.0
643,GBA,2003,71.0,Teenage Mutant Ninja Turtles,0.93,88.0
644,GBA,2003,82.0,FIFA Soccer 2004,0.05,79.0
645,GBA,2004,51.0,Serious Sam Advance,0.02,72.0
646,GBA,2002,78.0,Klonoa 2: Dream Champ Tournament,0.03,93.0
647,GBA,2004,62.0,Need for Speed: Porsche Unleashed,0.48,78.0
648,GBA,2005,48.0,Popeye: Rush for Spinach,0.03,42.0
649,GBA,2003,76.0,Tales of Phantasia,0.29,81.0
650,GBA,2005,64.0,Tony Hawk's American Sk8land,0.24,54.0
651,GBA,2004,84.0,Classic NES Series: The Legend of Zelda,0.89,86.0
652,GBA,2001,74.0,Spyro: Season of Ice,2.23,80.0
653,GBA,2001,72.0,Earthworm Jim,0.29,57.0
654,GBA,2003,75.0,Crash Bandicoot 2: N-Tranced,1.36,78.0
655,GBA,2002,41.0,Smuggler's Run,0.01,43.0
656,GBA,2001,82.0,Final Fight One,0.21,78.0
657,GBA,2002,80.0,Baseball Advance,0.13,78.0
658,GBA,2002,82.0,Mega Man Zero,0.55,89.0
659,GBA,2002,50.0,XXX,0.11,50.0
660,GBA,2003,64.0,Onimusha Tactics,0.08,87.0
661,GBA,2004,75.0,FIFA Soccer 2005,0.08,78.0
662,GBA,2004,67.0,The Lord of the Rings: The Third Age,0.22,85.0
663,GBA,2002,71.0,SpongeBob SquarePants: Revenge of the Flying Dutchman,1.19,77.0
664,GBA,2005,83.0,Gunstar Super Heroes,0.07,85.0
665,GBA,2003,73.0,James Bond 007: Everything or Nothing,0.17,83.0
666,GBA,0,75.0,Sabre Wulf,0.03,80.0
667,GBA,2005,69.0,Dragon Ball GT: Transformation,0.28,82.0
668,GBA,2002,76.0,Phantasy Star Collection,0.11,81.0
669,GBA,2002,76.0,Spyro 2: Season of Flame,1.58,76.0
670,GBA,2003,47.0,Superman: Countdown to Apokolips,0.04,57.0
671,GBA,2004,66.0,Classic NES Series: Dr. Mario,0.56,75.0
672,GBA,2003,55.0,The Simpsons: Road Rage,1.19,68.0
673,GBA,2001,81.0,Breath of Fire II,0.19,88.0
674,GBA,2006,55.0,LEGO Star Wars II: The Original Trilogy,0.09,70.0
675,GBA,2004,85.0,Fire Emblem: The Sacred Stones,0.89,91.0
676,GBA,2003,75.0,Tiger Woods PGA Tour 2004,0.18,75.0
677,GBA,2003,75.0,The Lost Vikings,0.05,91.0
678,GBA,2001,91.0,Castlevania: Circle of the Moon,0.89,85.0
679,GBA,2003,77.0,The Lord of the Rings: The Return of the King,0.56,82.0
680,GBA,2003,67.0,The Hobbit,0.19,92.0
681,GBA,2003,83.0,Boktai: The Sun is in Your Hand,0.15,96.0
682,GBA,2005,47.0,Herbie: Fully Loaded,0.34,68.0
683,GBA,2002,61.0,Robotech: The Macross Saga,0.21,65.0
684,GBA,2002,81.0,Mega Man Battle Network 2,0.31,90.0
685,GBA,2002,95.0,The Legend of Zelda: A Link to the Past,2.7,91.0
686,GBA,2003,66.0,James Bond 007: Nightfire,0.13,81.0
687,GBA,2005,77.0,Donkey Kong Country 3,0.77,84.0
688,GBA,2004,72.0,Need for Speed Underground 2,0.43,82.0
689,GBA,2002,47.0,Barbie Groovy Games,0.56,70.0
690,GBA,2002,70.0,Silent Scope,0.03,80.0
691,GBA,2003,60.0,Naruto: Ninja Council,0.22,71.0
692,GBA,2006,70.0,Pirates of the Caribbean: Dead Man's Chest,0.47,56.0
693,GBA,2005,62.0,Atomic Betty,0.03,75.0
694,GBA,2003,74.0,Jet Grind Radio,0.03,93.0
695,GBA,2004,84.0,Classic NES Series: Super Mario Bros.,1.43,86.0
696,GBA,2004,35.0,Street Jam Basketball,0.03,80.0
697,GBA,2002,63.0,Sabrina The Teenage Witch: Potion Commotion,0.11,28.0
698,GBA,2001,81.0,Doom,0.14,85.0
699,GBA,2003,72.0,X2: Wolverine's Revenge,0.2,72.0
700,GBA,2004,89.0,The Legend of Zelda: The Minish Cap,1.42,90.0
701,GBA,2003,82.0,Harvest Moon: More Friends of Mineral Town,0.2,92.0
702,GBA,2006,72.0,Justice League Heroes: The Flash,0.03,74.0
703,GBA,2002,71.0,Shrek: Hassle at the Castle,0.66,74.0
704,GBA,2002,55.0,Power Rangers: Wild Force,0.21,69.0
705,GBA,2004,84.0,Mario Golf: Advance Tour,0.45,86.0
706,GBA,2003,80.0,Ultimate Brain Games,0.08,83.0
707,GBA,2003,62.0,Spy Kids 3-D: Game Over,0.33,77.0
708,GBA,2003,55.0,Power Rangers: Ninja Storm,0.33,78.0
709,GBA,2002,53.0,Britney's Dance Beat,0.22,74.0
710,GBA,2004,76.0,Baldur's Gate: Dark Alliance,0.03,65.0
711,GBA,2002,80.0,Broken Sword: The Shadow of the Templars,0.06,78.0
712,GBA,2003,44.0,Oddworld: Munch's Oddysee,0.06,25.0
713,GBA,2003,70.0,Madden NFL 2004,0.31,66.0
714,GBA,2004,79.0,Sonic Advance 3,1.4,84.0
715,GBA,2002,82.0,Super Monkey Ball Jr.,0.72,86.0
716,GBA,2006,68.0,Madden NFL 07,0.03,93.0
717,GBA,0,66.0,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.67,68.0
718,GBA,2002,66.0,Tomb Raider: The Prophecy,0.14,88.0
719,GBA,2003,53.0,Harry Potter: Quidditch World Cup,0.39,83.0
720,GBA,2006,83.0,Final Fantasy V Advance,0.26,72.0
721,GBA,2004,77.0,Shining Force: Resurrection of the Dark Dragon,0.08,88.0
722,GBA,2004,76.0,Pokémon Emerald Version,6.41,90.0
723,GBA,2003,72.0,Banjo-Kazooie: Grunty's Revenge,0.33,81.0
724,GBA,2003,83.0,Rayman 3,0.14,78.0
725,GBA,2001,93.0,Mario Kart: Super Circuit,5.47,83.0
726,GBA,2002,67.0,Guilty Gear X: Advance Edition,0.06,59.0
727,GBA,2004,83.0,Racing Gears Advance,0.06,89.0
728,GBA,2001,87.0,Sonic Advance,2.24,81.0
729,GBA,2003,54.0,Mega Man Battle Chip Challenge,0.11,83.0
730,GBA,2001,84.0,Super Mario Advance,5.49,78.0
731,GBA,2005,73.0,Star Wars Episode III: Revenge of the Sith,0.72,75.0
732,GBA,2006,55.0,X-Men: The Official Game,0.07,93.0
733,GBA,2005,77.0,Mega Man Zero 4,0.11,91.0
734,GBA,2004,58.0,Classic NES Series: Metroid,0.43,86.0
735,GBA,2002,62.0,DemiKids: Light Version,0.02,83.0
736,GBA,2003,89.0,Advance Wars 2: Black Hole Rising,0.65,94.0
737,GBA,2003,63.0,Batman: Rise of Sin Tzu,0.07,68.0
738,GBA,2002,86.0,Golden Sun: The Lost Age,1.22,95.0
739,GBA,2002,24.0,Legends of Wrestling II,0.07,37.0
740,GBA,2005,58.0,The Sims 2,0.39,75.0
741,GBA,2004,80.0,Donkey Kong Country 2,1.23,91.0
742,GBA,2002,81.0,Kirby: Nightmare in Dream Land,2.27,89.0
743,GBA,2004,74.0,Classic NES Series: Castlevania,0.33,86.0
744,GBA,2003,74.0,Shining Soul II,0.08,83.0
745,GBA,2002,73.0,WWE Road to WrestleMania X8,0.27,75.0
746,GBA,2004,67.0,Crash Bandicoot Purple: Ripto's Rampage,0.64,66.0
747,GBA,2004,75.0,Dragon Ball: Advanced Adventure,0.04,85.0
748,GBA,2004,65.0,Spider-Man 2,1.06,77.0
749,GBA,2005,61.0,Batman Begins,0.17,69.0
750,GBA,2003,69.0,Duel Masters: Sempai Legends,0.29,80.0
751,GBA,2001,50.0,Midnight Club: Street Racing,0.48,53.0
752,GBA,2004,60.0,Yoshi Topsy-Turvy,0.65,66.0
753,GBA,2004,79.0,Metal Slug Advance,0.08,83.0
754,GBA,2001,88.0,Wario Land 4,2.26,89.0
755,GBA,2004,78.0,Boktai 2: Solar Boy Django,0.04,85.0
756,GBA,2001,84.0,Rayman Advance,0.5,84.0
757,GBA,2003,80.0,Medal of Honor: Infiltrator,0.15,72.0
758,GBA,2003,81.0,Karnaaj Rally,0.01,95.0
759,GBA,2003,79.0,Tak and the Power of Juju,0.55,92.0
760,GBA,2002,70.0,Gekido Advance: Kintaro's Revenge,0.03,70.0
761,GBA,2005,70.0,DK: King of Swing,0.24,50.0
762,GBA,2006,50.0,Cars,1.13,47.0
763,GBA,2001,86.0,F-Zero: Maximum Velocity,1.04,85.0
764,GBA,2003,62.0,SimCity 2000,0.11,78.0
765,GBA,2002,85.0,Tony Hawk's Pro Skater 4,0.57,88.0
766,GBA,2005,78.0,Rebelstar: Tactical Command,0.05,91.0
767,GBA,2002,83.0,Sonic Advance 2,1.8,83.0
768,GBA,2004,57.0,Lizzie McGuire 2: Lizzie Diaries,0.83,50.0
769,GBA,2004,79.0,Madden NFL 2005,0.39,76.0
770,GBA,2002,62.0,Disney's Kim Possible: Revenge of Monkey Fist,0.51,88.0
771,GBA,2004,33.0,Van Helsing,0.1,63.0
772,GBA,2003,88.0,Fire Emblem,0.97,92.0
773,GBA,2003,48.0,Crazy Taxi: Catch a Ride,0.3,59.0
774,GBA,0,83.0,Super Puzzle Fighter II,0.09,95.0
775,GBA,2003,91.0,Castlevania: Aria of Sorrow,0.28,91.0
776,GBA,2004,63.0,Shark Tale,0.68,90.0
777,GBA,2001,91.0,Golden Sun,1.76,93.0
778,GBA,2002,72.0,Turok: Evolution,0.12,70.0
779,GBA,2003,70.0,Wing Commander: Prophecy,0.05,83.0
780,GBA,2004,60.0,Spyro Orange: The Cortex Conspiracy,0.57,70.0
781,GBA,2003,75.0,Prince of Persia: The Sands of Time,0.15,88.0
782,GBA,2003,85.0,Astro Boy: Omega Factor,0.09,86.0
783,GBA,2001,79.0,Pac-Man Collection,2.94,78.0
784,GBA,2004,72.0,Lemony Snicket's A Series of Unfortunate Events,0.42,80.0
785,GBA,2003,81.0,Mega Man Zero 2,0.43,86.0
786,GBA,2001,84.0,Spider-Man: Mysterio's Menace,0.61,87.0
787,GBA,2004,62.0,Dragon Ball Z: Buu's Fury,0.61,89.0
788,GBA,2005,71.0,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,0.14,55.0
789,GBA,2005,71.0,Harry Potter and the Goblet of Fire,0.61,60.0
790,GBA,2003,77.0,F-Zero: GP Legend,0.16,85.0
791,GBA,2001,92.0,Advance Wars,0.7,90.0
792,GBA,2003,49.0,Pirates of the Caribbean: The Curse of the Black Pearl,1.29,62.0
793,GBA,2002,38.0,Star Wars Episode II: Attack of the Clones,0.77,50.0
794,GBA,2001,65.0,Jurassic Park III: Park Builder,0.06,80.0
795,GBA,2002,76.0,Harry Potter and the Chamber of Secrets,1.99,79.0
796,GBA,2004,73.0,Classic NES Series: Zelda II: The Adventure of Link,0.7,75.0
797,GBA,2005,54.0,Mario Party Advance,0.98,54.0
798,GBA,2005,81.0,Mario Tennis: Power Tour,0.52,80.0
799,GBA,2005,68.0,Banjo-Pilot,0.1,59.0
800,GBA,2003,67.0,Blackthorne,0.01,76.0
801,GBA,2003,77.0,Need for Speed Underground,0.29,82.0
802,GBA,2002,78.0,Super Ghouls 'n Ghosts,0.07,88.0
803,GBA,2003,75.0,Dragon Ball Z: The Legacy of Goku II,1.09,89.0
804,GBA,2002,46.0,Medal of Honor: Underground,0.08,17.0
805,GBA,2002,81.0,Mortal Kombat: Deadly Alliance,0.01,88.0
806,GBA,2002,72.0,Hamtaro: Ham-Ham Heartbreak,0.36,93.0
807,GBA,2002,90.0,Tony Hawk's Pro Skater 3,0.52,80.0
808,GBA,2004,89.0,Metroid: Zero Mission,0.84,90.0
809,GBA,2003,77.0,Tom Clancy's Splinter Cell,0.1,86.0
810,GBA,2004,69.0,Harry Potter and the Prisoner of Azkaban,0.52,81.0
811,GBA,2002,55.0,Space Channel 5: Ulala's Cosmic Attack,0.02,80.0
812,GBA,2003,81.0,Harvest Moon: Friends of Mineral Town,0.59,96.0
813,GBA,2002,80.0,The King of Fighters EX2: Howling Blood,0.08,91.0
814,GBA,2003,77.0,Crash Nitro Kart,0.46,83.0
815,GBA,2004,39.0,That's So Raven,0.76,76.0
816,GBA,2004,62.0,Mario Pinball Land,0.69,49.0
817,GBA,2003,78.0,Donkey Kong Country,2.04,89.0
818,GBA,2006,69.0,Monster House,0.09,90.0
819,GBA,2004,68.0,Tom Clancy's Splinter Cell: Pandora Tomorrow,0.06,62.0
820,GBA,2003,75.0,Double Dragon Advance,0.05,84.0
821,GBA,2004,76.0,Kingdom Hearts: Chain of Memories,1.85,79.0
822,GBA,2001,46.0,E.T. The Extra-Terrestrial,0.01,24.0
